colony,date,age,behavior,location,significant behavioral categories
b,5/7/2012,5,cd,na,
b,5/11/2012,6,cd,na,
b,5/11/2012,9,cd,na,
c,5/11/2012,10,cd,na,
b,5/7/2012,11,cd,na,
b,5/8/2012,12,cd,na,
c,5/11/2012,20,cd,na,
c,5/5/2012,2,cl,na,
c,5/5/2012,2,cl,na,
c,5/5/2012,14,cl,na,
b,5/12/2012,10,gp,na,groom
c,5/7/2012,1,s,na,rest
c,5/5/2012,2,s,na,rest
c,5/5/2012,2,s,na,rest
c,5/5/2012,2,s,na,rest
c,5/5/2012,2,s,na,rest
b,5/7/2012,2,s,na,rest
b,5/7/2012,2,s,na,rest
b,5/7/2012,2,s,na,rest
c,5/7/2012,4,s,na,rest
c,5/8/2012,5,s,na,rest
c,5/11/2012,5,s,na,rest
b,5/4/2012,8,s,na,rest
b,5/7/2012,8,s,na,rest
c,5/8/2012,8,s,na,rest
b,5/10/2012,8,s,na,rest
c,5/11/2012,8,s,na,rest
c,5/11/2012,8,s,na,rest
c,5/11/2012,8,s,na,rest
c,5/11/2012,8,s,na,rest
c,5/11/2012,8,s,na,rest
c,5/11/2012,8,s,na,rest
c,5/11/2012,8,s,na,rest
c,5/11/2012,8,s,na,rest
c,5/11/2012,8,s,na,rest
c,5/11/2012,8,s,na,rest
c,5/11/2012,8,s,na,rest
c,5/11/2012,8,s,na,rest
b,5/8/2012,9,s,na,rest
b,5/11/2012,9,s,na,rest
b,5/11/2012,9,s,na,rest
b,5/11/2012,9,s,na,rest
b,5/11/2012,9,s,na,rest
b,5/11/2012,9,s,na,rest
c,5/12/2012,9,s,na,rest
c,5/12/2012,9,s,na,rest
c,5/12/2012,9,s,na,rest
c,5/12/2012,9,s,na,rest
c,5/12/2012,9,s,na,rest
c,5/12/2012,9,s,na,rest
c,5/12/2012,9,s,na,rest
c,5/12/2012,9,s,na,rest
c,5/12/2012,9,s,na,rest
c,5/12/2012,9,s,na,rest
c,5/12/2012,9,s,na,rest
c,5/12/2012,9,s,na,rest
b,5/14/2012,9,s,na,rest
c,5/10/2012,10,s,na,rest
c,5/11/2012,10,s,na,rest
c,5/11/2012,10,s,na,rest
c,5/11/2012,10,s,na,rest
c,5/11/2012,10,s,na,rest
c,5/11/2012,10,s,na,rest
b,5/12/2012,10,s,na,rest
b,5/12/2012,10,s,na,rest
b,5/12/2012,10,s,na,rest
b,5/11/2012,11,s,na,rest
b,5/11/2012,11,s,na,rest
b,5/11/2012,11,s,na,rest
c,5/12/2012,11,s,na,rest
c,5/14/2012,11,s,na,rest
c,5/14/2012,11,s,na,rest
c,5/14/2012,11,s,na,rest
b,5/14/2012,12,s,na,rest
b,5/14/2012,12,s,na,rest
b,5/14/2012,12,s,na,rest
b,5/14/2012,12,s,na,rest
b,5/14/2012,12,s,na,rest
c,5/14/2012,13,s,na,rest
b,5/15/2012,13,s,na,rest
b,5/14/2012,14,s,na,rest
b,5/14/2012,14,s,na,rest
b,5/14/2012,14,s,na,rest
b,5/11/2012,15,s,na,rest
b,5/11/2012,15,s,na,rest
b,5/11/2012,15,s,na,rest
b,5/11/2012,15,s,na,rest
b,5/7/2012,17,s,na,rest
b,5/14/2012,18,s,na,rest
b,5/14/2012,18,s,na,rest
b,5/14/2012,18,s,na,rest
b,5/14/2012,18,s,na,rest
c,5/11/2012,20,s,na,rest
c,5/11/2012,20,s,na,rest
b,5/11/2012,21,s,na,rest
c,5/14/2012,22,s,na,rest
b,5/7/2012,2,sg,na,
b,5/7/2012,2,sg,na,
c,5/7/2012,4,sg,na,
c,5/7/2012,4,sg,na,
c,5/7/2012,4,sg,na,
b,5/7/2012,5,sg,na,
b,5/7/2012,5,sg,na,
c,5/6/2012,6,sg,na,
b,5/8/2012,6,sg,na,
b,5/8/2012,6,sg,na,
c,5/9/2012,6,sg,na,
b,5/9/2012,7,sg,na,
b,5/7/2012,8,sg,na,
c,5/8/2012,8,sg,na,
c,5/8/2012,8,sg,na,
c,5/8/2012,8,sg,na,
b,5/10/2012,8,sg,na,
c,5/7/2012,10,sg,na,
c,5/7/2012,10,sg,na,
c,5/7/2012,10,sg,na,
b,5/7/2012,11,sg,na,
c,5/15/2012,12,sg,na,
c,5/15/2012,12,sg,na,
b,5/9/2012,13,sg,na,
b,5/9/2012,13,sg,na,
b,5/9/2012,13,sg,na,
c,5/16/2012,13,sg,na,
b,5/16/2012,14,sg,na,
b,5/17/2012,15,sg,na,
c,5/7/2012,16,sg,na,
b,5/18/2012,16,sg,na,
b,5/8/2012,18,sg,na,
c,5/10/2012,19,sg,na,
b,5/15/2012,19,sg,na,
c,5/11/2012,5,t,na,trophallaxis
c,5/7/2012,7,t,na,trophallaxis
b,5/11/2012,9,t,na,trophallaxis
c,5/12/2012,9,t,na,trophallaxis
c,5/7/2012,10,t,na,trophallaxis
c,5/10/2012,10,t,na,trophallaxis
c,5/11/2012,10,t,na,trophallaxis
c,5/11/2012,10,t,na,trophallaxis
c,5/15/2012,12,t,na,trophallaxis
b,5/15/2012,13,t,na,trophallaxis
c,5/11/2012,14,t,na,trophallaxis
c,5/11/2012,14,t,na,trophallaxis
c,5/11/2012,14,t,na,trophallaxis
c,5/11/2012,14,t,na,trophallaxis
c,5/15/2012,14,t,na,trophallaxis
b,5/6/2012,16,t,na,trophallaxis
c,5/11/2012,20,t,na,trophallaxis
c,5/6/2012,3,w,na,walk
c,5/9/2012,3,w,na,walk
c,5/7/2012,4,w,na,walk
c,5/7/2012,4,w,na,walk
c,5/7/2012,4,w,na,walk
b,5/7/2012,5,w,na,walk
c,5/8/2012,5,w,na,walk
c,5/8/2012,5,w,na,walk
b,5/10/2012,5,w,na,walk
c,5/11/2012,5,w,na,walk
c,5/11/2012,5,w,na,walk
c,5/11/2012,5,w,na,walk
c,5/6/2012,6,w,na,walk
c,5/6/2012,6,w,na,walk
b,5/8/2012,6,w,na,walk
b,5/8/2012,6,w,na,walk
b,5/8/2012,6,w,na,walk
b,5/8/2012,6,w,na,walk
b,5/8/2012,6,w,na,walk
b,5/8/2012,6,w,na,walk
b,5/8/2012,6,w,na,walk
b,5/8/2012,6,w,na,walk
c,5/9/2012,6,w,na,walk
c,5/9/2012,6,w,na,walk
c,5/9/2012,6,w,na,walk
c,5/9/2012,6,w,na,walk
c,5/9/2012,6,w,na,walk
c,5/12/2012,6,w,na,walk
c,5/12/2012,6,w,na,walk
c,5/12/2012,6,w,na,walk
b,5/6/2012,7,w,na,walk
c,5/7/2012,7,w,na,walk
c,5/7/2012,7,w,na,walk
c,5/7/2012,7,w,na,walk
c,5/7/2012,7,w,na,walk
b,5/9/2012,7,w,na,walk
b,5/9/2012,7,w,na,walk
b,5/9/2012,7,w,na,walk
b,5/9/2012,7,w,na,walk
c,5/10/2012,7,w,na,walk
c,5/10/2012,7,w,na,walk
b,5/12/2012,7,w,na,walk
b,5/12/2012,7,w,na,walk
b,5/12/2012,7,w,na,walk
b,5/4/2012,8,w,na,walk
b,5/4/2012,8,w,na,walk
b,5/4/2012,8,w,na,walk
b,5/4/2012,8,w,na,walk
c,5/5/2012,8,w,na,walk
b,5/7/2012,8,w,na,walk
b,5/7/2012,8,w,na,walk
c,5/8/2012,8,w,na,walk
c,5/8/2012,8,w,na,walk
c,5/8/2012,8,w,na,walk
b,5/10/2012,8,w,na,walk
b,5/10/2012,8,w,na,walk
c,5/11/2012,8,w,na,walk
c,5/11/2012,8,w,na,walk
c,5/11/2012,8,w,na,walk
c,5/11/2012,8,w,na,walk
c,5/11/2012,8,w,na,walk
c,5/11/2012,8,w,na,walk
c,5/11/2012,8,w,na,walk
c,5/11/2012,8,w,na,walk
b,5/5/2012,9,w,na,walk
b,5/5/2012,9,w,na,walk
c,5/6/2012,9,w,na,walk
b,5/8/2012,9,w,na,walk
c,5/9/2012,9,w,na,walk
c,5/9/2012,9,w,na,walk
c,5/9/2012,9,w,na,walk
b,5/11/2012,9,w,na,walk
b,5/11/2012,9,w,na,walk
c,5/12/2012,9,w,na,walk
c,5/12/2012,9,w,na,walk
c,5/12/2012,9,w,na,walk
b,5/14/2012,9,w,na,walk
b,5/14/2012,9,w,na,walk
b,5/6/2012,10,w,na,walk
b,5/6/2012,10,w,na,walk
b,5/6/2012,10,w,na,walk
c,5/7/2012,10,w,na,walk
c,5/7/2012,10,w,na,walk
c,5/7/2012,10,w,na,walk
c,5/7/2012,10,w,na,walk
b,5/9/2012,10,w,na,walk
b,5/9/2012,10,w,na,walk
b,5/9/2012,10,w,na,walk
c,5/10/2012,10,w,na,walk
c,5/10/2012,10,w,na,walk
c,5/10/2012,10,w,na,walk
c,5/11/2012,10,w,na,walk
c,5/11/2012,10,w,na,walk
c,5/11/2012,10,w,na,walk
c,5/11/2012,10,w,na,walk
c,5/11/2012,10,w,na,walk
b,5/12/2012,10,w,na,walk
b,5/12/2012,10,w,na,walk
b,5/15/2012,10,w,na,walk
b,5/15/2012,10,w,na,walk
b,5/15/2012,10,w,na,walk
b,5/7/2012,11,w,na,walk
b,5/7/2012,11,w,na,walk
c,5/8/2012,11,w,na,walk
c,5/8/2012,11,w,na,walk
c,5/8/2012,11,w,na,walk
c,5/8/2012,11,w,na,walk
c,5/8/2012,11,w,na,walk
b,5/11/2012,11,w,na,walk
b,5/8/2012,12,w,na,walk
b,5/8/2012,12,w,na,walk
b,5/8/2012,12,w,na,walk
b,5/8/2012,12,w,na,walk
b,5/8/2012,12,w,na,walk
b,5/8/2012,12,w,na,walk
b,5/8/2012,12,w,na,walk
b,5/8/2012,12,w,na,walk
b,5/8/2012,12,w,na,walk
b,5/8/2012,12,w,na,walk
b,5/8/2012,12,w,na,walk
b,5/8/2012,12,w,na,walk
b,5/8/2012,12,w,na,walk
c,5/9/2012,12,w,na,walk
c,5/9/2012,12,w,na,walk
c,5/9/2012,12,w,na,walk
c,5/9/2012,12,w,na,walk
c,5/9/2012,12,w,na,walk
c,5/9/2012,12,w,na,walk
b,5/12/2012,12,w,na,walk
b,5/12/2012,12,w,na,walk
b,5/14/2012,12,w,na,walk
b,5/14/2012,12,w,na,walk
b,5/14/2012,12,w,na,walk
b,5/14/2012,12,w,na,walk
c,5/15/2012,12,w,na,walk
b,5/17/2012,12,w,na,walk
b,5/9/2012,13,w,na,walk
b,5/9/2012,13,w,na,walk
b,5/9/2012,13,w,na,walk
b,5/9/2012,13,w,na,walk
b,5/9/2012,13,w,na,walk
c,5/14/2012,13,w,na,walk
c,5/14/2012,13,w,na,walk
b,5/15/2012,13,w,na,walk
b,5/15/2012,13,w,na,walk
b,5/15/2012,13,w,na,walk
b,5/15/2012,13,w,na,walk
c,5/16/2012,13,w,na,walk
c,5/16/2012,13,w,na,walk
c,5/16/2012,13,w,na,walk
b,5/4/2012,14,w,na,walk
b,5/10/2012,14,w,na,walk
b,5/10/2012,14,w,na,walk
c,5/11/2012,14,w,na,walk
b,5/14/2012,14,w,na,walk
b,5/16/2012,14,w,na,walk
b,5/16/2012,14,w,na,walk
c,5/17/2012,14,w,na,walk
c,5/6/2012,15,w,na,walk
c,5/6/2012,15,w,na,walk
b,5/11/2012,15,w,na,walk
b,5/17/2012,15,w,na,walk
c,5/18/2012,15,w,na,walk
c,5/18/2012,15,w,na,walk
c,5/18/2012,15,w,na,walk
c,5/7/2012,16,w,na,walk
c,5/7/2012,16,w,na,walk
c,5/7/2012,16,w,na,walk
c,5/7/2012,16,w,na,walk
c,5/7/2012,16,w,na,walk
b,5/12/2012,16,w,na,walk
b,5/18/2012,16,w,na,walk
b,5/7/2012,17,w,na,walk
b,5/7/2012,17,w,na,walk
b,5/7/2012,17,w,na,walk
c,5/8/2012,17,w,na,walk
c,5/8/2012,17,w,na,walk
c,5/8/2012,17,w,na,walk
c,5/8/2012,17,w,na,walk
c,5/8/2012,17,w,na,walk
b,5/8/2012,18,w,na,walk
b,5/8/2012,18,w,na,walk
b,5/8/2012,18,w,na,walk
b,5/8/2012,18,w,na,walk
b,5/8/2012,18,w,na,walk
c,5/9/2012,18,w,na,walk
c,5/9/2012,18,w,na,walk
b,5/14/2012,18,w,na,walk
c,5/15/2012,18,w,na,walk
c,5/15/2012,18,w,na,walk
c,5/15/2012,18,w,na,walk
c,5/15/2012,18,w,na,walk
b,5/9/2012,19,w,na,walk
b,5/9/2012,19,w,na,walk
c,5/10/2012,19,w,na,walk
b,5/15/2012,19,w,na,walk
b,5/15/2012,19,w,na,walk
b,5/15/2012,19,w,na,walk
b,5/10/2012,20,w,na,walk
b,5/10/2012,20,w,na,walk
b,5/10/2012,20,w,na,walk
b,5/16/2012,20,w,na,walk
b,5/16/2012,20,w,na,walk
c,5/17/2012,20,w,na,walk
c,5/12/2012,21,w,na,walk
c,5/12/2012,21,w,na,walk
b,5/17/2012,21,w,na,walk
b,5/17/2012,21,w,na,walk
b,5/17/2012,21,w,na,walk
b,5/17/2012,21,w,na,walk
c,5/18/2012,21,w,na,walk
b,5/18/2012,22,w,na,walk
c,5/15/2012,23,w,na,walk
b,5/5/2012,3,aa,ne,
c,5/11/2012,8,aa,ne,
b,5/11/2012,9,aa,ne,
b,5/5/2012,3,ag,ne,
b,5/11/2012,9,ag,ne,
b,5/11/2012,9,ag,ne,
b,5/12/2012,12,ag,ne,
c,5/11/2012,14,s,ne,rest
b,5/5/2012,15,s,ne,rest
b,5/5/2012,15,s,ne,rest
b,5/14/2012,18,sg,ne,
c,5/7/2012,4,w,ne,walk
c,5/7/2012,4,w,ne,walk
c,5/7/2012,4,w,ne,walk
c,5/11/2012,5,w,ne,walk
b,5/5/2012,6,w,ne,walk
c,5/12/2012,6,w,ne,walk
b,5/9/2012,7,w,ne,walk
b,5/4/2012,8,w,ne,walk
c,5/8/2012,8,w,ne,walk
c,5/14/2012,8,w,ne,walk
b,5/5/2012,9,w,ne,walk
b,5/5/2012,9,w,ne,walk
c,5/6/2012,9,w,ne,walk
c,5/6/2012,9,w,ne,walk
b,5/8/2012,9,w,ne,walk
b,5/8/2012,9,w,ne,walk
b,5/11/2012,9,w,ne,walk
b,5/11/2012,9,w,ne,walk
c,5/12/2012,9,w,ne,walk
c,5/12/2012,9,w,ne,walk
c,5/12/2012,9,w,ne,walk
b,5/6/2012,10,w,ne,walk
b,5/12/2012,10,w,ne,walk
b,5/7/2012,11,w,ne,walk
c,5/12/2012,11,w,ne,walk
c,5/12/2012,11,w,ne,walk
b,5/8/2012,12,w,ne,walk
b,5/12/2012,12,w,ne,walk
b,5/14/2012,12,w,ne,walk
b,5/14/2012,12,w,ne,walk
b,5/9/2012,13,w,ne,walk
c,5/10/2012,13,w,ne,walk
b,5/15/2012,13,w,ne,walk
b,5/15/2012,13,w,ne,walk
c,5/5/2012,14,w,ne,walk
c,5/5/2012,14,w,ne,walk
c,5/5/2012,14,w,ne,walk
b,5/14/2012,14,w,ne,walk
b,5/5/2012,15,w,ne,walk
c,5/6/2012,15,w,ne,walk
c,5/6/2012,15,w,ne,walk
b,5/11/2012,15,w,ne,walk
c,5/12/2012,15,w,ne,walk
c,5/12/2012,15,w,ne,walk
c,5/12/2012,15,w,ne,walk
b,5/17/2012,15,w,ne,walk
c,5/18/2012,15,w,ne,walk
c,5/7/2012,16,w,ne,walk
b,5/12/2012,16,w,ne,walk
b,5/12/2012,16,w,ne,walk
c,5/8/2012,17,w,ne,walk
b,5/8/2012,18,w,ne,walk
b,5/8/2012,18,w,ne,walk
c,5/9/2012,18,w,ne,walk
b,5/14/2012,18,w,ne,walk
c,5/10/2012,19,w,ne,walk
c,5/10/2012,19,w,ne,walk
b,5/16/2012,20,w,ne,walk
c,5/12/2012,21,w,ne,walk
c,5/12/2012,21,w,ne,walk
b,5/18/2012,22,w,ne,walk
c,5/16/2012,24,w,ne,walk
b,5/4/2012,2,aa,np,
b,5/4/2012,2,aa,np,
c,5/6/2012,3,aa,np,
b,5/8/2012,3,aa,np,
c,5/9/2012,3,aa,np,
b,5/6/2012,4,aa,np,
c,5/7/2012,4,aa,np,
c,5/7/2012,4,aa,np,
c,5/7/2012,4,aa,np,
c,5/7/2012,4,aa,np,
c,5/7/2012,4,aa,np,
c,5/7/2012,4,aa,np,
c,5/7/2012,4,aa,np,
c,5/7/2012,4,aa,np,
b,5/9/2012,4,aa,np,
b,5/4/2012,5,aa,np,
b,5/4/2012,5,aa,np,
b,5/7/2012,5,aa,np,
b,5/7/2012,5,aa,np,
b,5/7/2012,5,aa,np,
b,5/7/2012,5,aa,np,
b,5/7/2012,5,aa,np,
b,5/7/2012,5,aa,np,
c,5/8/2012,5,aa,np,
c,5/8/2012,5,aa,np,
c,5/8/2012,5,aa,np,
c,5/8/2012,5,aa,np,
c,5/8/2012,5,aa,np,
c,5/8/2012,5,aa,np,
c,5/8/2012,5,aa,np,
c,5/8/2012,5,aa,np,
c,5/6/2012,6,aa,np,
c,5/6/2012,6,aa,np,
b,5/8/2012,6,aa,np,
b,5/8/2012,6,aa,np,
b,5/8/2012,6,aa,np,
b,5/8/2012,6,aa,np,
b,5/8/2012,6,aa,np,
b,5/8/2012,6,aa,np,
c,5/9/2012,6,aa,np,
c,5/9/2012,6,aa,np,
c,5/9/2012,6,aa,np,
c,5/9/2012,6,aa,np,
c,5/9/2012,6,aa,np,
c,5/9/2012,6,aa,np,
c,5/9/2012,6,aa,np,
c,5/7/2012,7,aa,np,
c,5/7/2012,7,aa,np,
c,5/7/2012,7,aa,np,
c,5/7/2012,7,aa,np,
c,5/7/2012,7,aa,np,
b,5/9/2012,7,aa,np,
b,5/9/2012,7,aa,np,
b,5/9/2012,7,aa,np,
b,5/9/2012,7,aa,np,
b,5/9/2012,7,aa,np,
b,5/9/2012,7,aa,np,
c,5/10/2012,7,aa,np,
b,5/4/2012,8,aa,np,
b,5/4/2012,8,aa,np,
b,5/4/2012,8,aa,np,
c,5/5/2012,8,aa,np,
c,5/5/2012,8,aa,np,
b,5/7/2012,8,aa,np,
b,5/7/2012,8,aa,np,
c,5/8/2012,8,aa,np,
c,5/8/2012,8,aa,np,
b,5/10/2012,8,aa,np,
c,5/11/2012,8,aa,np,
c,5/11/2012,8,aa,np,
b,5/5/2012,9,aa,np,
c,5/6/2012,9,aa,np,
c,5/6/2012,9,aa,np,
c,5/6/2012,9,aa,np,
b,5/8/2012,9,aa,np,
b,5/8/2012,9,aa,np,
b,5/8/2012,9,aa,np,
b,5/8/2012,9,aa,np,
c,5/9/2012,9,aa,np,
c,5/9/2012,9,aa,np,
c,5/9/2012,9,aa,np,
b,5/11/2012,9,aa,np,
b,5/11/2012,9,aa,np,
b,5/11/2012,9,aa,np,
b,5/11/2012,9,aa,np,
b,5/11/2012,9,aa,np,
b,5/11/2012,9,aa,np,
c,5/12/2012,9,aa,np,
b,5/14/2012,9,aa,np,
b,5/6/2012,10,aa,np,
b,5/6/2012,10,aa,np,
b,5/6/2012,10,aa,np,
b,5/6/2012,10,aa,np,
c,5/7/2012,10,aa,np,
b,5/9/2012,10,aa,np,
b,5/9/2012,10,aa,np,
b,5/9/2012,10,aa,np,
b,5/9/2012,10,aa,np,
b,5/9/2012,10,aa,np,
b,5/12/2012,10,aa,np,
b,5/12/2012,10,aa,np,
b,5/7/2012,11,aa,np,
b,5/7/2012,11,aa,np,
c,5/8/2012,11,aa,np,
c,5/8/2012,11,aa,np,
c,5/8/2012,11,aa,np,
b,5/10/2012,11,aa,np,
b,5/11/2012,11,aa,np,
c,5/12/2012,11,aa,np,
c,5/12/2012,11,aa,np,
c,5/14/2012,11,aa,np,
c,5/14/2012,11,aa,np,
c,5/14/2012,11,aa,np,
c,5/14/2012,11,aa,np,
b,5/8/2012,12,aa,np,
b,5/8/2012,12,aa,np,
c,5/9/2012,12,aa,np,
c,5/9/2012,12,aa,np,
c,5/9/2012,12,aa,np,
b,5/14/2012,12,aa,np,
b,5/14/2012,12,aa,np,
c,5/15/2012,12,aa,np,
c,5/15/2012,12,aa,np,
c,5/15/2012,12,aa,np,
c,5/15/2012,12,aa,np,
c,5/15/2012,12,aa,np,
c,5/15/2012,12,aa,np,
c,5/15/2012,12,aa,np,
c,5/15/2012,12,aa,np,
b,5/9/2012,13,aa,np,
b,5/9/2012,13,aa,np,
b,5/9/2012,13,aa,np,
b,5/9/2012,13,aa,np,
b,5/9/2012,13,aa,np,
c,5/10/2012,13,aa,np,
c,5/14/2012,13,aa,np,
b,5/15/2012,13,aa,np,
b,5/15/2012,13,aa,np,
b,5/15/2012,13,aa,np,
b,5/15/2012,13,aa,np,
b,5/15/2012,13,aa,np,
b,5/15/2012,13,aa,np,
b,5/15/2012,13,aa,np,
c,5/16/2012,13,aa,np,
b,5/4/2012,14,aa,np,
b,5/4/2012,14,aa,np,
c,5/5/2012,14,aa,np,
c,5/5/2012,14,aa,np,
c,5/5/2012,14,aa,np,
c,5/5/2012,14,aa,np,
b,5/10/2012,14,aa,np,
b,5/10/2012,14,aa,np,
b,5/10/2012,14,aa,np,
c,5/11/2012,14,aa,np,
c,5/11/2012,14,aa,np,
c,5/15/2012,14,aa,np,
b,5/16/2012,14,aa,np,
c,5/17/2012,14,aa,np,
c,5/6/2012,15,aa,np,
c,5/6/2012,15,aa,np,
c,5/6/2012,15,aa,np,
c,5/6/2012,15,aa,np,
b,5/11/2012,15,aa,np,
b,5/11/2012,15,aa,np,
c,5/12/2012,15,aa,np,
b,5/15/2012,15,aa,np,
b,5/15/2012,15,aa,np,
c,5/18/2012,15,aa,np,
c,5/18/2012,15,aa,np,
b,5/6/2012,16,aa,np,
c,5/7/2012,16,aa,np,
c,5/7/2012,16,aa,np,
c,5/7/2012,16,aa,np,
c,5/7/2012,16,aa,np,
c,5/7/2012,16,aa,np,
c,5/17/2012,16,aa,np,
b,5/18/2012,16,aa,np,
b,5/18/2012,16,aa,np,
b,5/18/2012,16,aa,np,
b,5/18/2012,16,aa,np,
b,5/7/2012,17,aa,np,
b,5/7/2012,17,aa,np,
b,5/7/2012,17,aa,np,
c,5/8/2012,17,aa,np,
c,5/8/2012,17,aa,np,
c,5/8/2012,17,aa,np,
c,5/9/2012,18,aa,np,
c,5/9/2012,18,aa,np,
c,5/9/2012,18,aa,np,
c,5/9/2012,18,aa,np,
c,5/15/2012,18,aa,np,
c,5/15/2012,18,aa,np,
b,5/18/2012,18,aa,np,
b,5/9/2012,19,aa,np,
c,5/10/2012,19,aa,np,
c,5/10/2012,19,aa,np,
c,5/10/2012,19,aa,np,
b,5/15/2012,19,aa,np,
b,5/15/2012,19,aa,np,
b,5/15/2012,19,aa,np,
b,5/10/2012,20,aa,np,
b,5/10/2012,20,aa,np,
c,5/12/2012,21,aa,np,
b,5/14/2012,23,aa,np,
b,5/4/2012,2,ag,np,
b,5/4/2012,2,ag,np,
b,5/7/2012,2,ag,np,
b,5/7/2012,2,ag,np,
b,5/7/2012,2,ag,np,
c,5/8/2012,2,ag,np,
c,5/6/2012,3,ag,np,
b,5/8/2012,3,ag,np,
c,5/9/2012,3,ag,np,
b,5/6/2012,4,ag,np,
b,5/6/2012,4,ag,np,
c,5/7/2012,4,ag,np,
c,5/7/2012,4,ag,np,
c,5/7/2012,4,ag,np,
b,5/4/2012,5,ag,np,
b,5/4/2012,5,ag,np,
b,5/4/2012,5,ag,np,
c,5/5/2012,5,ag,np,
c,5/5/2012,5,ag,np,
b,5/7/2012,5,ag,np,
b,5/7/2012,5,ag,np,
b,5/7/2012,5,ag,np,
c,5/8/2012,5,ag,np,
c,5/8/2012,5,ag,np,
c,5/11/2012,5,ag,np,
c,5/6/2012,6,ag,np,
c,5/6/2012,6,ag,np,
c,5/6/2012,6,ag,np,
b,5/8/2012,6,ag,np,
b,5/8/2012,6,ag,np,
b,5/8/2012,6,ag,np,
b,5/8/2012,6,ag,np,
c,5/9/2012,6,ag,np,
c,5/9/2012,6,ag,np,
c,5/9/2012,6,ag,np,
c,5/9/2012,6,ag,np,
c,5/12/2012,6,ag,np,
c,5/12/2012,6,ag,np,
b,5/6/2012,7,ag,np,
b,5/6/2012,7,ag,np,
b,5/6/2012,7,ag,np,
b,5/9/2012,7,ag,np,
b,5/9/2012,7,ag,np,
b,5/9/2012,7,ag,np,
b,5/9/2012,7,ag,np,
b,5/4/2012,8,ag,np,
b,5/4/2012,8,ag,np,
b,5/4/2012,8,ag,np,
b,5/7/2012,8,ag,np,
b,5/7/2012,8,ag,np,
c,5/8/2012,8,ag,np,
b,5/10/2012,8,ag,np,
b,5/10/2012,8,ag,np,
c,5/11/2012,8,ag,np,
c,5/11/2012,8,ag,np,
c,5/11/2012,8,ag,np,
b,5/5/2012,9,ag,np,
c,5/6/2012,9,ag,np,
c,5/6/2012,9,ag,np,
b,5/8/2012,9,ag,np,
c,5/9/2012,9,ag,np,
c,5/9/2012,9,ag,np,
b,5/11/2012,9,ag,np,
c,5/12/2012,9,ag,np,
c,5/12/2012,9,ag,np,
c,5/12/2012,9,ag,np,
c,5/12/2012,9,ag,np,
c,5/12/2012,9,ag,np,
c,5/12/2012,9,ag,np,
b,5/6/2012,10,ag,np,
b,5/6/2012,10,ag,np,
b,5/6/2012,10,ag,np,
b,5/6/2012,10,ag,np,
b,5/6/2012,10,ag,np,
b,5/9/2012,10,ag,np,
b,5/9/2012,10,ag,np,
b,5/9/2012,10,ag,np,
b,5/9/2012,10,ag,np,
b,5/9/2012,10,ag,np,
c,5/11/2012,10,ag,np,
b,5/12/2012,10,ag,np,
b,5/12/2012,10,ag,np,
b,5/12/2012,10,ag,np,
b,5/7/2012,11,ag,np,
b,5/7/2012,11,ag,np,
c,5/8/2012,11,ag,np,
c,5/12/2012,11,ag,np,
b,5/12/2012,12,ag,np,
b,5/14/2012,12,ag,np,
b,5/14/2012,12,ag,np,
c,5/15/2012,12,ag,np,
b,5/9/2012,13,ag,np,
b,5/9/2012,13,ag,np,
b,5/9/2012,13,ag,np,
b,5/9/2012,13,ag,np,
b,5/9/2012,13,ag,np,
b,5/9/2012,13,ag,np,
b,5/9/2012,13,ag,np,
b,5/9/2012,13,ag,np,
b,5/15/2012,13,ag,np,
b,5/15/2012,13,ag,np,
b,5/15/2012,13,ag,np,
c,5/16/2012,13,ag,np,
b,5/4/2012,14,ag,np,
c,5/5/2012,14,ag,np,
c,5/5/2012,14,ag,np,
b,5/10/2012,14,ag,np,
b,5/16/2012,14,ag,np,
c,5/6/2012,15,ag,np,
c,5/6/2012,15,ag,np,
c,5/6/2012,15,ag,np,
c,5/6/2012,15,ag,np,
b,5/11/2012,15,ag,np,
b,5/11/2012,15,ag,np,
c,5/12/2012,15,ag,np,
b,5/15/2012,15,ag,np,
b,5/6/2012,16,ag,np,
b,5/6/2012,16,ag,np,
b,5/6/2012,16,ag,np,
b,5/6/2012,16,ag,np,
b,5/6/2012,16,ag,np,
b,5/6/2012,16,ag,np,
c,5/7/2012,16,ag,np,
c,5/7/2012,16,ag,np,
b,5/16/2012,16,ag,np,
b,5/7/2012,17,ag,np,
b,5/7/2012,17,ag,np,
b,5/7/2012,17,ag,np,
b,5/17/2012,17,ag,np,
b,5/8/2012,18,ag,np,
b,5/8/2012,18,ag,np,
b,5/8/2012,18,ag,np,
c,5/9/2012,18,ag,np,
c,5/9/2012,18,ag,np,
c,5/9/2012,18,ag,np,
c,5/9/2012,18,ag,np,
c,5/15/2012,18,ag,np,
b,5/9/2012,19,ag,np,
b,5/9/2012,19,ag,np,
b,5/16/2012,20,ag,np,
b,5/16/2012,20,ag,np,
c,5/12/2012,21,ag,np,
c,5/8/2012,5,al,np,
b,5/12/2012,12,al,np,
b,5/11/2012,6,ap,np,
c,5/11/2012,8,aq,np,
c,5/12/2012,11,aq,np,
c,5/7/2012,1,bc,np,
c,5/7/2012,1,bc,np,
c,5/7/2012,1,bg,np,
c,5/7/2012,1,bg,np,
c,5/7/2012,1,bg,np,
c,5/7/2012,1,bg,np,
c,5/7/2012,1,bg,np,
