cluster	EQ1	EQ2	EQ3	EQ4	EQ5	EQ6	EW1	EW2	EW3	EW4	EW5	EW6	OQ1	OQ3	OQ4	OQ5	OW1	OW4	OW5	OW7
FEX_0013071	0.14	NA	0	0.37	0.35	NA	0	12.5	0	NA	0	0.22	0	0	NA	0	NA	0.08	0	0.25
FEX_0013072	0.13	0.12	0.56	NA	0	0	0	0.24	0	NA	0	0.07	0.03	0.03	NA	0.08	0.52	0	1.52	0
FEX_0013073	0	0	0.05	0.34	0.27	1.49	0.22	0.7	0.23	0	0.32	0.59	0.02	0.06	0.08	0.08	0.01	0.07	0.13	0.32
FEX_0013074	0.09	0.15	0.39	0.12	0.28	1.36	0.2	0.36	0.15	0.06	0.39	0.13	0.15	1.46	0.05	0	0	0.07	0.19	0.29
FEX_0013075	0.43	2.21	0.5	0.21	0.29	1.12	0.32	0.42	0.25	0.16	1.89	0.38	0.14	0.11	0.03	0.12	0.06	0.15	0.12	0.36
FEX_0013076	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	100	NA	NA	NA	NA
FEX_0013078	0.12	0.22	0.14	0	NA	3.3	0.34	0.24	NA	0.19	0	0.09	0	0	0.04	0	0	0.09	0	0
FEX_0013079	0.14	0.26	0.16	0.9	0.24	2.6	0.24	0.23	0.18	0.03	0.46	0.39	0.23	3.77	0.07	0.06	0.05	0.1	0.26	0.34
FEX_0013080	0.18	0.17	0	0	0.28	2.91	0.68	0.34	0.04	0	1.07	0	0.3	0.18	NA	0.14	0	0.05	0	0.11
FEX_0013081	0	0.15	0.88	1.69	NA	1.7	0	0	NA	NA	0.52	1.43	0	0	0	0	0	0.12	0.43	1.34
FEX_0013082	0.28	NA	0	NA	0.21	NA	0	0	0	0.26	0	NA	NA	0	NA	0	NA	0	0.11	0
FEX_0013083	0.28	0.12	0	NA	0.24	NA	0.35	0.14	0	0.14	0	0	0.3	0.15	NA	0	NA	0.26	0.05	0
FEX_0013084	0	0.45	99.62	0	49.9	4.85	0	3.04	40	3.85	98.82	0.48	46.09	0	0.31	0	0	50	0.15	7.92
FEX_0013085	0	NA	NA	NA	NA	9.67	0	0	0.19	NA	1.25	0	0	0	0	NA	0	0	NA	0
FEX_0013086	0	NA	0	NA	0	NA	NA	0	NA	NA	NA	0.53	0.52	0	NA	0.13	0	NA	0	NA
FEX_0013087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
FEX_0013088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
FEX_0013089	0.03	NA	NA	0.78	0.22	3.26	0.04	0	1.02	0.19	13.74	0.12	0.33	0	NA	0	0	0.56	0	0.21
FEX_0013090	0	NA	NA	0	NA	NA	0	0	1.67	0	0	0	0.42	0	NA	0	NA	0.34	0	0
FEX_0013091	0.11	0.25	0.26	0.56	0.34	2	24.11	0.41	0.19	6.25	18.56	0.1	18.15	16.79	0.06	40	0.05	20.06	NA	25.25
FEX_0013092	100	0	0	49.8	NA	NA	0	0	100	0	0	0	48.33	0	NA	NA	NA	0.36	NA	22.22
FEX_0013093	0.18	0.15	0.17	0.59	NA	NA	0.33	0.12	0.07	NA	NA	0.25	0.1	0.2	NA	0	0.19	NA	NA	0.19
FEX_0013094	0.48	0.42	0.06	0.21	0.51	0.93	0.48	0.9	0.07	0.35	0.25	0.06	0.22	3.05	0.04	0.26	0.04	0.14	0.07	0.2
FEX_0013095	0.13	0.3	0.23	0.97	0.35	1.19	0.11	0.28	0.2	0.28	2.1	0.1	0.38	0.93	0.04	0.12	0.02	0.1	0.1	0.26
FEX_0013096	0.14	0.37	0.28	0.76	0.36	1.16	0.09	0.33	0.13	0.23	2.25	0.07	0.39	1.25	0.05	0.09	0.02	0.1	0.1	0.29
FEX_0013098	0.1	0.32	0.34	1.48	0.12	14.12	0.12	2.31	0.56	0.68	0.05	0	0.12	0.01	0.14	0.09	0.05	3.44	0.03	0.05
FEX_0013099	6	6.56	0.34	1.47	0.17	16.96	0.12	2.9	0.74	0.15	0.05	0	0.11	0.01	0.03	0.07	0.04	3.93	0.04	0.04
FEX_0013100	NA	NA	NA	NA	NA	1.63	0.57	NA	NA	0	NA	0	NA	NA	0.08	0	2.78	0.22	NA	NA
FEX_0013101	NA	NA	NA	0	NA	0.6	NA	0	NA	NA	NA	NA	NA	0	0.44	NA	0	0.61	NA	NA
FEX_0013102	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA
FEX_0013104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA
FEX_0013105	1.35	0.18	100	0.98	0.26	33.33	0	0.64	0.15	20.12	0.16	2.97	1.34	0.94	12.5	NA	0	0	50	0.02
FEX_0013106	0.06	0.19	2.24	0.09	0.04	1.65	0.45	0.4	0.28	0.94	0.1	0.09	0.43	0	0	0.04	0.12	0.46	0.09	0.91
FEX_0013107	NA	NA	NA	NA	NA	NA	0	0.09	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	0
FEX_0013108	NA	NA	NA	NA	NA	NA	0	0.09	NA	0	0	NA	0	0	NA	NA	NA	NA	NA	0
FEX_0013109	2.38	NA	0	NA	1.19	NA	0.35	0	0.32	NA	1.11	0	0.68	0.16	0.09	0.12	0.04	0.16	0	0.12
FEX_0013111	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FEX_0013112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA
FEX_0013115	0	0.11	0	NA	0.12	1.88	0.18	0.12	0.09	0	0	0.14	0	0.12	0	0.16	0	0	NA	0.19
FEX_0013116	0	0.11	0	NA	0.12	1.88	0.18	0.12	0.09	0	0	0.14	0	0.12	0	0.16	0	0	NA	0.19
FEX_0013118	0	2.22	0	NA	NA	NA	0.86	0.27	0.26	0	0.25	0	0.12	0	0.02	0.46	0.02	0.08	0.12	0
FEX_0013119	0	2.22	0	NA	NA	NA	0.86	0.27	0.26	0	0.25	0	0.12	0	0.02	0.46	0.02	0.08	0.12	0
FEX_0013120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.14
FEX_0013121	0	NA	NA	NA	0.79	4.03	0	0	0.26	NA	NA	0.18	0.29	0	NA	0.24	0.31	2.94	NA	0.76
FEX_0013122	0.1	0.18	0.3	0.15	0.14	1.41	0.44	0.14	0.16	0.13	0.69	0	0.07	0.03	0	0.11	0.09	0.97	0.05	0.41
FEX_0013123	0.06	0.18	0.61	0.14	0.21	0.83	6.6	0.14	1.89	0.17	2.58	0.11	13.08	4.42	0.06	0.14	0.02	0.31	0	9.54
FEX_0013124	0.19	0.38	0.24	0.12	0.11	1.25	0.21	2.4	0.13	0.21	0.7	0.15	0.15	5.14	0.16	0.04	10.02	4.91	0.4	0.13
FEX_0013125	0.06	0.18	0.61	0.14	0.21	0.83	6.6	0.14	1.89	0.13	2.58	0.11	11.57	4.84	0.06	0.14	0.02	0.31	0	9.54
FEX_0013126	NA	0.78	NA	NA	NA	NA	0.24	14.62	0	NA	NA	0	NA	35.53	NA	NA	66.78	0	NA	0
FEX_0013127	0	0	0.14	53.14	0.45	2.87	0	0	0.22	NA	0.27	1.6	0.28	0	NA	0	0.31	0	0.2	0
FEX_0013128	0.59	100	NA	0	NA	NA	0	0.76	25.48	NA	NA	0	0.7	0.43	0	4.76	0	0	0	0.32
FEX_0013129	NA	100	NA	0	NA	50.42	NA	0.91	49.82	NA	NA	NA	14.53	33.33	NA	NA	NA	0	NA	12.5
FEX_0013130	0.37	NA	0.11	0	NA	1.39	1.66	0.18	NA	0	NA	0	NA	0	0.26	0.1	0.06	NA	0.19	0.05
FEX_0013131	0.39	42.05	0.09	0.19	0	1.04	0.64	12.71	0.23	12.5	100	0	7.3	0	0.26	0.11	0.04	9.7	0.15	0.54
FEX_0013132	0.45	42.05	0	0.75	0	0	0.41	20.24	0.23	25	100	0	7.3	0	NA	0.2	0	9.7	0	1.11
FEX_0013134	0.05	0.12	0.5	0.09	NA	3.19	0.43	0.27	0.1	0.28	0	0.15	0.59	0.17	0	0.11	0	0.2	0.16	0.1
FEX_0013135	0	NA	0	0.31	NA	2.38	0.96	0.61	0.12	0	0	0	1.06	0	NA	NA	NA	0.28	0	0
FEX_0013136	0.04	0.2	0.26	0.93	0	2.77	0	0.16	0.09	0.24	0.8	0.19	0.03	0.04	0.01	0.08	0.05	0.54	0.08	0.27
FEX_0013137	0.34	0.22	0.2	0.29	0.81	1.85	0	0	0.23	0.21	0	0.09	0.6	0	0.04	0.2	0.39	0.11	0.09	0.2
FEX_0013138	0	1.25	0.28	0.22	0.06	NA	0.12	0.47	0.16	0	NA	0	0.15	0.03	0.13	0	1.3	0.15	NA	0.34
FEX_0013139	NA	0.16	NA	NA	NA	2.11	20.4	0	NA	NA	0	NA	0	NA	NA	NA	NA	0	0.08	1.41
FEX_0013140	0.45	0.19	0	0.47	0.09	0	0	0	0.1	0.22	NA	0.13	0.35	NA	NA	NA	0	NA	0	0.58
FEX_0013141	0.45	0.19	0	0.47	0.09	0	0	0	0.1	0.22	NA	0.13	0.35	NA	NA	NA	0	NA	0	0.58
FEX_0013142	0.26	0.14	0.17	0.64	0.57	1.93	0.67	0.14	0.21	0.31	0.26	0.39	0.27	0.11	0.06	0.18	0.1	0.54	0.29	0.34
FEX_0013144	NA	0	NA	NA	NA	NA	0	0.39	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0
FEX_0013148	0.58	0	NA	NA	NA	4.93	0	0	0.8	0.36	0.38	0	0.21	0.45	0	0.14	NA	0.33	0	0.31
FEX_0013150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA
FEX_0013151	1.27	0	0	0.3	0.06	3.15	0	0.2	0.34	NA	0.4	NA	0.06	0.1	NA	0	0.13	0	0	0
FEX_0013152	NA	NA	NA	1.46	NA	NA	100	NA	NA	0	NA	NA	NA	NA	NA	NA	0.38	NA	NA	98.33
FEX_0013153	0.53	0.02	0.35	0.11	0	2.4	0.53	0.13	0.69	0.02	0.48	0.05	0.24	0	0.04	0.05	0.02	3.19	0.11	0.61
FEX_0013154	0	0	NA	0	NA	2.72	0.48	0	0.32	0	0.25	0.05	0.28	0	NA	NA	0.03	17.2	0.27	0.01
FEX_0013155	0	0	NA	0	NA	2.72	0.48	0	0.32	0	0	0.05	NA	0	NA	NA	0.05	17.2	0.27	0
FEX_0013156	NA	0	NA	NA	NA	NA	0.74	NA	0	0	0	0.3	NA	0	NA	NA	0.05	33.33	NA	0
FEX_0013157	0.11	0.67	0.05	0.19	0.21	1.75	0.04	0.37	0.07	0	0.9	0.26	0.16	0	NA	0.12	0.33	0.23	0.07	0.78
FEX_0013158	0	NA	0	0.18	0	1.25	0	0.25	NA	0.11	0.37	0	0	0	0	0	NA	0.16	NA	NA
FEX_0013159	NA	0	0	0	NA	NA	0.4	0.36	0.48	0.29	1.19	0	0	0	0	NA	NA	0	1.04	0.24
FEX_0013160	0.29	5.41	0.26	2.26	0	1.27	0.2	0.26	0.26	NA	0.5	0	0.14	0	NA	0.35	NA	0	0.76	0.29
FEX_0013161	0.29	5.41	0.26	2.26	0	2.69	0.2	0.32	0	NA	0.09	0.21	0.14	0	NA	0.26	0.3	0	0.23	0.1
FEX_0013162	0.03	33.51	0.28	35.56	NA	6.25	0	4.55	1	16.45	2.32	0.57	0.29	0	0	0	0	17.26	NA	0
FEX_0013163	NA	66.67	NA	53.34	NA	NA	0	NA	0.8	32.89	2.32	0	0.29	0	NA	NA	NA	34.52	NA	31.11
FEX_0013164	0	0	0	0.2	NA	2	0	0	0	0.24	0	0.33	0	0	0	0	0.53	0	0	0
FEX_0013165	0	0	0	0.2	NA	2	0	0	0	0.24	0	0.33	0	0	0	0	0.53	0	0	0
FEX_0013166	0	0	0	0.43	NA	0	0	0.11	0.38	1.22	0	0	0.15	0	0.08	NA	0.05	0.47	0	0
FEX_0013167	1.47	NA	NA	0.72	NA	6.25	0.17	0.22	0.22	0.28	0.34	0.19	0.06	0	0.09	0	0.21	0	0.16	0.28
FEX_0013168	0.38	100	0	0	NA	4.48	0.05	0	NA	50.13	99.13	0	0	25	NA	NA	NA	0	0	0.59
FEX_0013169	0.38	100	0	0	NA	4.48	0.08	0	NA	50.13	99.13	50	0	12.5	NA	NA	NA	0	0	1.77
FEX_0013170	0.27	NA	NA	NA	0	2.76	NA	0.25	NA	NA	NA	0	NA	0	NA	0	0	NA	NA	0
FEX_0013171	0.27	NA	NA	NA	0	2.76	NA	0.25	NA	NA	NA	0	NA	0	NA	NA	0	NA	NA	0
FEX_0013172	40	NA	0	58.02	0.32	NA	15.42	14.38	59.09	0.21	27.89	40	37.5	40	39.96	100	0	9.18	0.13	25.79
FEX_0013173	0	0	0.18	0	NA	NA	0.21	0	0	50.83	NA	NA	0.84	0	NA	33.4	0.07	0.3	NA	22.93
FEX_0013174	0.1	NA	0	NA	12.5	1.76	16.67	20.97	1.47	0.29	11.29	4.67	0	0	NA	0.08	0	0.42	0.26	26.13
FEX_0013175	0.08	33.76	10.27	32.68	NA	99	22.04	23.39	76.75	100	34.04	10	35.82	26.78	0	0.24	38.35	0	66.67	11.35
FEX_0013176	0	NA	NA	NA	NA	NA	92.64	60.41	76.75	100	54.34	14.29	56.86	33.06	NA	0.15	67.08	NA	100	28.57
FEX_0013177	11.23	6.94	6.31	0.7	0	2.12	3.57	0.28	11.05	0	11.34	4.27	3.85	5.26	15.5	5.56	4.41	5.33	18.87	6.45
FEX_0013178	0.06	0.52	0	2.08	0	3.9	1.7	0.52	0.23	0	0.24	0	0.38	0	0	0	0	0.45	3.27	0
FEX_0013179	0.33	0.17	0.25	0	NA	1.06	0	0.15	0	0	0.45	0	0.49	0	0.11	0	0.06	0	0.15	0.8
FEX_0013180	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	0	0.3	NA	NA	NA
FEX_0013181	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	10.26	0	NA	NA	0	0.3	33.83	0.33	NA
FEX_0013182	17.21	8.14	36.73	66.08	60.04	27.26	39.72	21.94	37.11	6.77	13.91	55.91	29.28	10.24	14.35	13.91	11.11	3.63	33.41	49.32
FEX_0013183	0	0	NA	NA	NA	1.48	0	0	0.31	0	0.24	NA	0	0	0.07	0	0	0.27	NA	NA
FEX_0013184	NA	NA	NA	NA	NA	1.7	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0
FEX_0013185	0	0.57	1.79	0.9	0	1.16	0.11	0.08	0.2	0.18	0.25	0.11	0.23	0	0	NA	0.03	0.27	0	0.1
FEX_0013186	0	0.57	1.79	0.9	0	1.16	0.11	0.08	0.2	0.18	0.25	0.11	0.23	0	0	NA	0.03	0.27	0	0.1
FEX_0013187	0.9	0.06	50	31.55	NA	1.6	0	0.21	0.06	0.22	0	0	3.45	0	0.09	0	NA	0.09	0.82	0
FEX_0013188	0.9	0.19	50	7.14	NA	NA	0	0	0.22	0.31	0	0	3.45	0	0.09	0	NA	0	0	0
FEX_0013189	0	0.35	NA	0.07	NA	1.84	0.23	0.2	0.11	0.1	1.14	0	0.45	0.18	0	0.18	NA	0.03	0	0.69
FEX_0013190	0	0.49	NA	0.18	NA	5.47	0.26	0.32	0.17	NA	NA	NA	0.97	0.4	NA	0.35	NA	0	0	0
FEX_0013191	4.17	NA	0	NA	NA	2.88	0.66	0.33	NA	NA	NA	1.51	0	0	NA	NA	NA	NA	0.1	0
FEX_0013192	0.74	0.83	0	NA	NA	2.85	25	0.31	0	NA	NA	4.54	0	33.33	NA	NA	0	0.38	49.73	27.45
FEX_0013193	0.02	28.57	0	0	50.04	21.49	36.47	36.62	0.15	50.07	0.1	22.53	11.99	19.19	0.31	22.22	0	33.09	0	7.84
FEX_0013194	0.36	0	0.13	0.22	0.05	1.03	7.27	7.1	0.25	0.22	4.13	4.75	4.42	4.16	0.11	0.09	0.01	0.18	0.27	1.6
FEX_0013195	0.6	0	0.33	0.16	0.06	1	0.42	0.41	0.29	0.13	0.48	0.07	2.2	0.02	0.11	0.14	0.02	0.15	0.21	0.05
FEX_0013196	0.78	0	0.33	0.16	0.06	1.5	0.47	0.48	0.32	0.13	0.18	0.12	2.98	0	0.1	0.12	0.04	0.17	0.21	0.05
FEX_0013197	0.83	0	0.33	0.18	0.06	0.91	0.51	0.53	0.26	0.13	0.48	0.09	2.2	0.03	0.09	0.14	0.02	0.18	0.18	0.07
FEX_0013198	0.64	0	0.08	0.27	0.06	0.76	0.16	3.71	0.12	0.38	5.06	3.84	2.44	6.07	0.13	0.09	0.02	0.32	0.32	3.1
FEX_0013200	0.17	0	0.09	0.31	NA	0.51	0.18	4.3	0	0.38	5.32	5.62	0.06	7.18	0.14	0.12	0.01	0.48	0.38	4.49
FEX_0013201	NA	NA	NA	0	NA	NA	NA	0.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FEX_0013202	NA	NA	0.5	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.48	0	0
FEX_0013203	0	0.09	0.07	NA	NA	0.39	0.12	14.28	0	0	16.57	0.08	0	0.08	NA	0.03	NA	0.21	0.17	5.67
FEX_0013204	NA	NA	0.28	NA	NA	NA	0.21	85.71	NA	NA	32.22	0	0	0.28	NA	0.06	NA	NA	0.2	11.97
FEX_0013205	0.14	0	0.13	NA	0.43	NA	0.27	0.97	NA	0	50	0	0	NA	NA	0	NA	2.16	0.58	50.64
FEX_0013206	0.14	0	0.13	1.28	0.43	1.75	16.78	33.45	0	0	50	0	22.97	66.67	NA	33.33	50.01	2.16	0.58	33.76
FEX_0013207	0.06	0.3	0.09	NA	NA	NA	0	0.53	0	NA	NA	0.28	0.34	0	NA	0	0	0.32	NA	0.26
FEX_0013208	0	NA	NA	0	NA	2.69	NA	0	0	NA	0	0	0	0	NA	NA	NA	0.86	NA	NA
FEX_0013209	0	NA	NA	0	NA	2.69	NA	0	0	NA	0	0	0	0	NA	NA	NA	0.86	NA	NA
FEX_0013210	NA	0	NA	0	NA	2.85	0	0.31	0	0.28	0	0	0.24	16.67	NA	NA	NA	0	0	1.22
FEX_0013211	NA	0	NA	0	NA	2.85	0	0.31	0	0.28	0	0	0.24	16.67	NA	NA	NA	0	0	1.22
FEX_0013212	0	0.11	NA	NA	0	1.08	0	0	0.26	0.56	NA	NA	0	0	NA	NA	NA	NA	NA	0
FEX_0013213	0.18	0.24	0.21	0.62	0.32	4.02	0.24	0.33	0	NA	1.31	0.47	0.06	0	0.12	0	0.03	0	0.39	0.29
FEX_0013214	20	0.02	0.3	0.1	NA	22.47	11.31	6.57	0.42	23.02	16.67	0	0.37	7.69	0.25	0	0.2	8.36	0.08	0.51
FEX_0013215	NA	NA	NA	0.36	NA	74.03	100	16.67	NA	50	50	NA	NA	100	NA	0	0	100	NA	2.04
FEX_0013216	0	0.15	0.19	0.03	0	1.98	0.13	0.9	0.74	0.14	0.3	0.27	0.58	0.34	0.03	0.03	6.08	0.13	1.57	0.34
FEX_0013217	0	0.15	0.19	0.03	0	1.93	0.15	0.26	0.69	0.14	0.3	0.32	0.72	0.14	0.03	0.03	4.02	0.14	1.73	0.4
FEX_0013218	0	0.17	0.4	0.03	0	2.2	0.18	0.31	0.16	0.14	0.41	0.35	0.89	0.17	0.04	0.03	5.59	0.15	1.73	0.42
FEX_0013219	0	0	0	0.05	0	1.56	0	0	0.22	0.52	0	0	0	11.11	NA	NA	0.09	0.12	NA	0
FEX_0013220	0.07	0.14	0.23	0.63	0	0.57	0.34	0.47	0.16	0.02	0	0.03	0.32	3.12	0	0.04	0.05	0.03	0.36	0.76
FEX_0013221	0.29	0	NA	0.41	0.52	NA	0.13	0.07	0	2.4	0	1.18	0.16	0.03	NA	0.09	0.07	0.2	0	0.22
FEX_0013222	NA	NA	NA	NA	0.52	NA	0	0.18	NA	NA	NA	1.18	NA	0	NA	0.09	0	NA	NA	0.34
FEX_0013223	0	0.06	0	NA	0.32	3.91	0.08	0.19	0.11	0	0	0.15	0.01	0	0	0	0.02	0.24	0.43	0.05
FEX_0013224	0.23	0.28	0.16	0.18	0.19	2.46	0.19	0.41	0.14	0.19	0.33	0.2	0.04	0	0.09	0	0.08	0.27	0.1	0.11
FEX_0013225	0.1	0.33	0.14	0.28	0.22	1.96	0.19	0.28	0.09	0.07	1.01	0.3	0.08	0	0.07	0.07	0.1	0.1	0.21	0.36
FEX_0013226	0.16	0.29	0.16	0.69	0.18	2.21	0.25	0.28	0.35	0.31	0.75	0.29	0.28	1.39	0.03	0.25	0.13	1.49	0.24	0.21
FEX_0013227	0.08	0.17	0	NA	NA	3.95	0.02	0	0.95	0	0.48	0.02	0.42	0	0	0.02	0.03	14.5	0.03	0.1
FEX_0013228	0	0.05	NA	1.46	NA	NA	75	0	NA	0	NA	0	0.6	0	NA	NA	0.08	16.74	0	98.33
FEX_0013229	0	0.05	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	0	NA	NA	0	33.48	NA	NA
FEX_0013230	0.13	1.45	0.14	0.67	0.18	2	0.21	0.28	0.14	0.1	0.76	0.26	0.08	0	0.05	0.1	0.13	0.09	0.29	0.29
FEX_0013232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.56	0	0	0	NA	NA	NA	NA	NA	0.16
FEX_0013233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.56	0	0	0	NA	NA	NA	NA	NA	0.16
FEX_0013234	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.57	NA	NA	NA	NA	NA	0	NA	NA
FEX_0013236	NA	0	NA	NA	NA	NA	0.44	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA
FEX_0013237	0.06	0.23	0.06	0.11	0.28	1.35	0.18	0.37	0.15	0.05	0.23	1.91	0.2	0.11	0.04	0.09	0.02	0.11	0.21	0.19
FEX_0013238	NA	0.38	NA	0	NA	NA	0	NA	0	NA	NA	0	NA	0	0.04	NA	0	0.61	NA	0.43
FEX_0013239	0.13	NA	0.14	0	NA	NA	0	NA	0	NA	NA	NA	NA	0	NA	0	0	0	0	0.16
FEX_0013240	NA	0	NA	NA	NA	NA	0	0.6	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	0
FEX_0013244	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0.6
FEX_0013245	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
FEX_0013247	0	NA	0.66	NA	NA	NA	0	NA	0	NA	NA	NA	NA	0	NA	0	NA	0	NA	NA
FEX_0013248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
FEX_0013251	0.05	50.47	0.57	0.24	0	1.61	0.31	33.33	33.39	NA	0.82	33.56	75	0	NA	0.36	NA	100	33.5	0.36
FEX_0013252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
FEX_0013255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	0	0	NA	0	NA	NA	NA
FEX_0013257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	NA	NA	NA
FEX_0013258	0	NA	0	NA	0.05	NA	0	NA	0	1.52	NA	0	0.08	0	0.18	0	NA	0.2	0.13	0
FEX_0013259	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
FEX_0013262	20.1	0.26	0.27	0.2	0	2.4	0.23	0.29	0	0	0	0.38	0.52	0	0	0.09	0.04	0.91	NA	0
FEX_0013263	0.19	25.14	0.28	0.32	0.09	2.21	10.45	6.95	40.09	0	0.12	1.51	0.15	0	0	0	0	0	0.14	0.12
FEX_0013264	0	0.55	0	NA	0	4.5	0.64	0	0	NA	0	4.54	0	0	0	NA	NA	0	5.13	0
FEX_0013265	1.05	0.27	0.22	0	NA	2.15	0	0.31	1.2	NA	0	0.13	75	20	0.04	100	0	0	0.95	5.75
FEX_0013266	1.05	0.13	0.15	0	0.46	2	9.91	0.19	1.5	0	0.62	0.21	50.59	16.67	0	25	0.2	2.19	0.21	4.79
FEX_0013267	0.26	0.64	0	18.32	0.1	33.95	0.5	24.79	0.05	1.33	0	0	17.38	0	0	0	0	0.3	0	13.33
FEX_0013268	6.98	NA	33.33	0.72	0	5.72	0	70.2	69.78	1.96	NA	50	0.28	0	100	0.17	NA	25.09	25	40.18
FEX_0013269	10.17	15.36	17.39	19.61	0	16.16	10.24	12.84	24	34.64	5.24	22.22	12.48	5.11	50	0.2	3.04	20.71	7.33	15.75
FEX_0013270	0.28	0.3	100	0.6	0.29	1.66	0.14	0.41	0.28	0.93	0.27	0.87	0.19	0	0.16	0	0.1	0.07	0.25	0.6
FEX_0013271	0.27	0.37	NA	4.11	0.54	0.87	0.24	0	10.3	0.11	0.09	0.26	9.09	9.09	NA	0	0	0.27	0	0.33
FEX_0013272	0.28	0.3	NA	0.6	0.29	1.66	0.14	0.41	0.28	0.93	0.27	0.87	0.19	0	0.16	0	0.1	0.07	0.25	0.6
FEX_0013273	0.07	0.08	0.06	0.19	0	1.98	0.1	0.09	0.06	0.27	0.32	0.14	4.86	0.22	0.06	1.09	0.13	0.17	0.29	0.42
FEX_0013274	0.09	0.09	0.08	0.27	0.02	0.94	0.2	0.28	0.28	0.11	0.08	0.24	0.2	0	0	0.12	0.14	0.29	0.28	0.01
FEX_0013275	0	0	0.4	NA	NA	2.3	0.12	0	0	0.2	NA	0	0.83	0.78	0	0.21	0	0.42	0	0
FEX_0013277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.17	NA	NA	NA	NA	NA	NA	NA	NA
FEX_0013278	0.22	0	0	0.23	0.2	2.9	0.07	0	0.1	0	0.39	0.07	0.08	0	0	NA	0	0.17	NA	0.43
FEX_0013279	0	NA	0	NA	NA	NA	0.19	0.19	0.41	0.76	1.37	0.09	0.11	0	0	0	0.24	0.11	NA	0
FEX_0013280	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
FEX_0013281	0.27	0	NA	6.47	0.54	0	0.26	0	0.34	0.11	0.09	0.26	0	0	NA	0	0	0.3	NA	0.63
FEX_0013282	0	NA	0.38	NA	NA	4.18	0	NA	0	NA	NA	0	NA	0.79	NA	0	NA	0	NA	0.19
FEX_0013283	0	NA	0.38	NA	50	4.18	25	NA	0	0.68	NA	0	NA	0.79	NA	0	NA	0	50	0.19
FEX_0013284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
FEX_0013285	66.71	0.65	33.5	0.38	0.14	11.87	0	0	0	0	1.55	0	12.6	0	0	14.3	0	0	0.24	0.09
FEX_0013286	0.11	0.26	0.18	0.69	0.19	1.77	0.23	0.18	0.74	0.16	0.1	0.15	0.43	0.08	0.04	0.08	0.08	2.54	0.19	0.09
FEX_0013287	50.03	0.6	8.55	0.22	0.07	8.49	0.2	0.26	0.09	0	1.1	0.74	11.2	0.31	0	12.51	0	0.65	0.23	0.14
FEX_0013288	0.35	0.1	0.55	0.55	NA	4.29	0.13	0.47	NA	0	NA	0.07	1.28	0	0.11	0.29	0.2	0	NA	0
