cluster	color	Q1_F_aquilonia	Q2_F_aquilonia	Q3_F_aquilonia	W1_F_aquilonia	W2_F_aquilonia	W3_F_aquilonia	Q1_M_chinense	Q2_M_chinense	Q3_M_chinense	W1_M_chinense	W2_M_chinense	W3_M_chinense	Q1_F_cinerea	Q2_F_cinerea	Q3_F_cinerea	W1_F_cinerea	W2_F_cinerea	W3_F_cinerea	Q1_F_exsecta	Q2_F_exsecta	W1_F_exsecta	W2_F_exsecta	Q1_F_fusca	Q2_F_fusca	Q3_F_fusca	W1_F_fusca	W2_F_fusca	W3_F_fusca	Q1_L_humile	Q2_L_humile	Q3_L_humile	W1_L_humile	W2_L_humile	W3_L_humile	Q1_Sinv_mono	Q2_Sinv_mono	Q3_Sinv_mono	W1_Sinv_mono	W2_Sinv_mono	W3_Sinv_mono	Q1_L_neglectus	Q2_L_neglectus	Q3_L_neglectus	W1_L_neglectus	W2_L_neglectus	W3_L_neglectus	Q1_M_pharaonis	Q2_M_pharaonis	Q3_M_pharaonis	W1_M_pharaonis	W2_M_pharaonis	W3_M_pharaonis	Q1_Sinv_poly	Q2_Sinv_poly	Q3_Sinv_poly	W1_Sinv_poly	W2_Sinv_poly	W3_Sinv_poly	Q1_F_pratensis	Q2_F_pratensis	Q3_F_pratensis	W1_F_pratensis	W2_F_pratensis	W3_F_pratensis	Q1_F_pressilabris	Q2_F_pressilabris	Q3_F_pressilabris	W1_F_pressilabris	W2_F_pressilabris	W3_F_pressilabris	Q1_M_Rubra	Q2_M_Rubra	Q3_M_Rubra	W1_M_Rubra	W2_M_Rubra	W3_M_Rubra	Q1_M_ruginodis	Q2_M_ruginodis	Q3_M_ruginodis	W1_M_ruginodis	W2_M_ruginodis	W3_M_ruginodis	Q1_M_sulcinodis	Q2_M_sulcinodis	Q3_M_sulcinodis	W1_M_sulcinodis	W2_M_sulcinodis	W3_M_sulcinodis	Q1_F_truncorum	Q2_F_truncorum	Q3_F_truncorum	W1_F_truncorum	W2_F_truncorum	W3_F_truncorum	W1_L_turcicus	W2_L_turcicus	W3_L_turcicus	W4_L_turcicus	W5_L_turcicus	W6_L_turcicus
FEX_0007081	Darkgrey	39.92753936	114.4737212	130.0177733	29.96970731	7.9533648	13.57942804	113.3330449	119.7582488	101.9973285	105.3653814	87.73681125	93.16240366	52.22983933	46.12024618	73.47595339	53.33393406	96.93906428	80.49713832	81.22387572	101.4136691	67.06763276	53.92959651	NA	0.541566862	0.200240371	NA	0.251801198	1.651955342	68.93240065	33.01536552	61.40623926	48.14022793	49.14030933	35.58374817	72.93549917	102.4450078	132.8672894	38.8294238	9.655984469	44.36767202	71.94829815	72.64555652	69.50355869	44.46078085	43.20850061	38.17459348	348.0383515	386.0979655	317.0439884	433.0493177	357.7804264	404.2516261	244.4440866	NA	NA	NA	NA	NA	26.29876416	17.79501466	21.0015068	9.092178049	12.44331335	15.22921812	42.66673337	39.76099912	29.51174467	22.6763836	38.95908806	25.32656942	62.65442179	67.24550761	88.6239343	42.976008	29.1353588	36.01078936	110.2666068	84.46300659	90.93408561	44.24660211	36.58379155	46.17969581	150.3629391	122.565803	131.0740642	22.7453223	19.11738211	23.41795025	NA	NA	NA	NA	NA	NA	45.63223392	47.13694567	46.21165221	40.76470742	22.51549213	51.15307408
FEX_0013019	Brown	74.02781622	178.5584716	116.8861979	78.15472393	135.5296353	78.9925265	204.5126077	184.738045	377.7105029	84.86143569	53.67406001	71.98431146	NA	NA	NA	NA	NA	NA	275.2358873	297.2786374	88.67496626	126.6160496	360.0258386	414.6282314	435.8001395	168.5250274	127.3547509	253.1364591	251.938129	189.8800913	198.712682	88.19493375	91.17227203	98.12590276	369.4341588	474.8587307	1044.788702	72.73686105	104.9663488	108.6275032	215.7316423	139.8838386	165.6332936	47.66665398	53.34927117	37.84642374	23.77337765	17.12272879	25.48872685	10.33306398	9.835765103	16.76812829	6.669688583	311.984876	328.7984455	53.80374018	57.78498699	55.27771968	327.1695904	452.996364	585.355092	150.7648433	110.3178594	149.0678702	466.2159136	374.0277882	396.5626254	313.4407602	315.3958687	150.4473826	41.46901899	45.34149155	70.75620561	10.56190027	1.916799921	9.085290894	675.4119046	679.1344032	482.6682699	263.9619066	281.1930644	203.2281806	313.0769354	284.2916344	298.1902783	60.95746377	79.59782733	70.25385074	NA	NA	NA	NA	NA	NA	76.7354404	61.20360262	73.02434849	78.82309121	73.86661454	72.31570479
FEX_0008582	Lightyellow	12.30199861	25.41008609	18.80146207	21.9528106	10.96274608	12.89714458	25.59945298	19.01715169	24.19221756	40.65218476	43.65490214	47.87555157	22.75063843	30.62202846	19.32759659	16.29691997	12.67214535	14.30855096	26.61170504	67.30781539	22.88144222	35.7727203	9.848067157	9.980303595	13.7124606	9.065461359	7.679936539	3.854562465	25.50605131	47.41613519	45.53474341	26.23355345	29.95086401	28.08947598	1.902665196	0.248876437	16.5018878	1.507499711	71.97007058	0.403819714	0.552449788	0.235098888	NA	0.871950987	NA	0.248613438	15.5891001	11.74129974	15.79853894	54.48342826	43.81386273	61.00804009	NA	NA	NA	0.489124911	NA	0.452873338	58.4527074	22.41709639	30.74565868	14.05154789	9.639186395	11.18395706	87.14178364	74.26242801	71.33291498	20.86742996	23.2569461	20.03445044	12.83564874	10.95328167	11.43534636	52.80950135	60.95423749	47.57388686	5.787612862	7.732347262	8.872496968	39.48890296	27.97942724	28.13928655	1.720202942	0.254285898	0.858095347	NA	1.390355062	NA	26.55236226	29.26898566	40.37597592	9.077700466	5.895746064	10.73711985	27.71941019	21.50106294	16.89458253	27.9313736	25.28055257	15.91900646
FEX_0012594	Royalblue	204.1225307	91.11697537	98.08473585	144.0967921	88.35113514	112.3647989	NA	NA	NA	NA	NA	NA	236.5026717	230.1846721	282.3450998	243.830216	239.9378173	229.8553321	59.17138784	66.51739392	79.65742739	86.38183316	222.8663435	197.0142876	182.7203396	169.6811978	161.0281251	199.9636877	NA	NA	NA	NA	NA	NA	12.68443464	30.85570067	61.32791136	20.94670848	NA	82.60536078	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.461980275	3.782915959	2.934749465	4.917871233	4.981606722	247.7482486	243.0648785	163.8726369	349.862052	382.5354935	264.0401386	NA	NA	NA	1.727876366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	275.2343665	277.3877856	273.9489171	312.4544501	187.8908762	207.8112026	163.2571848	153.1041074	189.2913748	107.2036315	171.0387385	166.3777372
FEX_0002387	Plum1	0.431649074	NA	NA	0.174242484	0.214955805	NA	135.3428857	136.6450267	172.6119176	105.529684	118.2427614	115.3424628	163.7715716	116.041371	162.4572346	94.27315511	97.39042047	131.386346	244.5277511	148.3478967	187.0561653	99.97062181	526.1562537	477.2395499	397.8916337	384.3173763	463.4388459	367.1360618	162.0420169	179.2931957	199.3088155	96.87631425	101.0621456	105.0546402	63.10506232	113.2387789	129.0595404	58.03873887	170.9189218	61.38059659	79.55276949	116.3715988	57.43063948	56.38616386	40.12217914	50.96575489	319.3972774	260.2654777	300.4986744	176.6860004	231.1404799	197.4912887	NA	48.14539205	67.77724427	39.12999286	24.99917877	24.00228693	122.04849	116.5920116	79.70995348	77.69679424	57.65986043	59.25117676	153.045124	149.0729182	156.8157129	99.15352068	59.0200849	55.94525783	NA	NA	NA	NA	NA	NA	155.7622766	144.8034329	115.8607851	49.48007118	52.00637034	45.72634064	117.3316022	128.6686646	126.0649327	30.02382544	32.67334397	40.79255849	126.4761452	108.3844987	155.3248601	62.21129684	49.26223378	37.1964509	21.9727032	8.002254578	11.67713793	23.77941266	21.72547486	65.60560237
FEX_0003391	Sienna3	39.71171482	21.04673797	30.80721496	43.91433333	18.70115507	31.96133672	12.51528813	13.42293957	8.821149846	70.80255513	62.97756374	52.37243373	28.86640145	22.19167244	21.3522637	30.46165958	37.73166875	26.67544694	13.97174904	10.37152246	26.6327484	18.41366458	NA	NA	NA	NA	NA	NA	12.6049554	7.475741306	12.40077338	75.15313259	76.95557876	58.61337321	6.659328185	9.706181046	1.231484164	30.90374407	0.999584314	34.32467572	162.1440128	312.9213225	176.0373949	404.0039575	314.0111647	347.0643601	22.60419514	22.50415784	32.77760839	87.36135911	63.48539293	68.93563852	1.111614764	36.65341523	37.21128332	80.70561028	96.71813425	103.2551211	19.44626928	22.1859923	7.108360167	38.35246013	37.32994004	30.69401322	19.40891448	11.23527509	15.53204933	15.92570355	21.46534827	15.65333194	126.3817722	163.2905042	156.1520369	67.37763966	47.91999803	59.46735858	104.9998791	125.7607704	98.40405728	48.52853135	65.27696139	49.19294441	13.94740545	19.32572828	27.03000343	13.64719338	30.58781137	18.130026	109.3888976	123.912026	68.62788255	762.2781102	489.2159068	559.4480429	67.60493712	104.7487682	95.42706182	43.02941339	72.66973838	95.03164461
FEX_0001769	Salmon	35.83334789	20.02006783	32.61940407	30.14394979	45.8909149	51.99927321	NA	NA	NA	NA	NA	NA	31.46070812	25.1881681	21.6252829	30.44355189	15.0926675	36.77143742	1.328572264	3.33053632	1.375387237	3.876050958	28.15898161	39.22491413	34.74170434	18.23945501	16.74477967	22.9438242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.0874696	13.16553775	17.47889028	20.9268237	14.54980123	17.15432726	10.67853357	5.870649872	4.918877112	13.15117234	13.41240696	8.384064144	1.111614764	199.967509	153.2080964	127.1724768	199.5836075	162.5815285	66.02471426	90.70835394	73.85484284	56.20619158	43.46396774	50.08985024	30.75729617	28.68192176	41.08814803	7.974813996	12.94709372	7.938178476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	224.4596142	307.3549382	168.1905381	182.9957912	146.5482032	111.9154393
FEX_0007329	Midnightblue	2.374069908	3.336677971	10.64661105	3.484849687	2.257035957	1.490425028	9.244246911	7.471023877	9.677572161	11.85688722	11.92756889	12.65282434	NA	NA	NA	NA	NA	NA	0.281818359	0.038727167	0.050014081	0.080751062	165.5546081	159.2291677	159.291215	308.5603275	343.3397465	249.2580351	4.859741839	6.728167176	8.21737995	6.116427173	5.563053886	3.370737118	NA	NA	NA	NA	109.9542745	NA	NA	NA	NA	NA	NA	NA	14.03019009	13.20896221	15.65097263	41.80194065	20.56569067	18.16547231	21.12068051	10.66858119	16.39263582	18.58674661	16.39290411	21.73792024	294.4665215	324.4620488	360.7860482	528.8523222	624.1197933	441.5925956	287.6655669	296.6815969	283.0839681	353.2855892	296.2749942	271.4101022	7.898860761	7.387096938	7.623564241	4.734644949	5.367039779	5.781548751	1.509812051	3.280389748	1.385894559	0.475769915	1.793323115	1.172470273	2.408284118	2.542858984	1.072619184	1.819625784	4.171065187	5.287924249	10.83209446	10.96255426	7.601339171	13.91611481	12.55269845	17.45357178	NA	NA	3.975195889	NA	NA	NA
FEX_0011617	Darkmagenta	3.237368056	3.850013044	1.359141836	2.439394781	8.275798508	7.452125142	1.564411016	1.805497437	11.47605902	3.048913857	2.1469624	0.683936451	6.72733932	4.711081301	4.595372616	7.016729432	8.258252028	7.846624721	51.6043636	47.53488599	18.1351059	19.62250798	8.33404837	13.07497138	12.11454244	6.934007691	14.73037008	11.93078858	41.76340643	31.77190055	38.84579613	12.43015845	11.12610777	10.11221135	1.902665196	1.493258623	12.56113847	1.130624783	2.998752941	0.403819714	13.53501981	11.99004331	9.155609192	13.66056547	14.99070429	15.41403319	NA	NA	NA	NA	1.341240696	NA	2.223229528	NA	NA	NA	NA	NA	5.7412795	11.09530719	8.072240397	4.959369845	9.814444329	8.447456928	4.454504963	3.653747995	5.713440703	8.506468262	9.097957751	3.780084989	7.898860761	8.15127938	11.43534636	6.19145878	7.2838397	14.20609122	6.542518887	6.795093049	7.761009532	7.136548727	12.19459718	14.4604667	24.08284118	7.374291053	12.01333486	5.913783799	11.47042927	3.021670999	4.576941323	3.826551958	4.486354272	5.628174289	5.371679747	7.861105602	37.86065782	43.25021506	22.85737636	17.74019675	20.14544033	22.67252435
FEX_0010932	Magenta	148.4872815	195.3265618	189.8268098	157.0011905	149.281433	189.5158225	48.49816368	37.01213147	73.05196706	53.86414481	37.45256632	22.91187111	41.31442549	39.97724411	22.43623101	48.89075991	41.14887648	32.92505275	126.5163133	94.30103772	126.9312372	86.47954194	34.2201077	54.54351965	49.4583704	73.25326908	61.74668977	44.97173093	NA	NA	NA	NA	NA	NA	24.10042581	26.38090233	139.1577105	141.7049728	32.98628235	109.8389623	47.23445688	37.85092103	28.71531974	63.07112143	59.08101104	66.37978808	112.3545417	99.80104783	111.2068681	73.27081732	88.52188592	84.77220412	NA	20.51650229	17.96885081	147.2510544	94.25919864	86.04593428	22.87251672	37.03211882	11.56177415	22.3171643	23.83507909	40.57158891	36.3784572	39.64316575	31.99283668	50.37424174	44.4400244	42.71496037	10.20269515	14.5194664	15.24712848	20.03119017	21.46815912	41.95752522	41.51228234	45.63022139	39.63658439	105.1451512	81.76118746	120.3853394	7.912933532	11.69715133	4.290476735	10.91775471	14.94631692	12.086684	31.58089513	50.06060743	35.16816738	60.63903912	70.09386987	67.29873333	53.41057085	56.78485853	67.32988038	67.56372804	71.49656273	68.98718526
FEX_0004207	Black	13.16529676	13.34671189	16.30970204	15.15909614	34.50040677	25.50282826	59.26842242	74.16462763	75.19473569	104.1204082	76.09788952	97.46949346	NA	NA	NA	NA	NA	NA	107.9108665	205.7609211	160.9770728	212.1136586	22.85549629	29.16724384	21.5428603	29.54490234	28.20173418	24.59577954	NA	NA	NA	NA	NA	NA	59.29973193	95.33958552	67.97792584	186.5530892	58.05585693	125.5879312	30.38473835	44.90388769	42.03256947	54.9241927	41.87256432	41.88639212	140.6916284	110.5639059	145.3304601	268.1946756	253.4944915	243.6036415	135.6170012	2.188426911	2.83718697	11.24987295	6.557161644	8.604593428	20.94085397	21.03047187	18.05992767	23.4743506	22.30858248	19.39345746	34.78544138	33.06641936	38.41377153	33.09547808	26.01082793	41.58093488	57.26674052	70.55951213	101.2504626	121.5893243	83.18911658	99.95967416	52.59178644	38.36181496	39.91376331	54.23777033	60.61432129	49.63457488	NA	NA	NA	NA	NA	NA	6.560282563	7.446263269	17.82416427	13.79810471	8.516077648	18.0230226	32.11395083	28.66808392	27.32947174	28.68627559	37.13081159	35.45596893
FEX_0010775	Lightcyan	1.726596297	NA	NA	1.045454906	NA	1.987233371	NA	NA	0.513853389	NA	NA	NA	7.094285101	9.546138425	2.568002344	4.753268325	41.71841111	0.92313232	4.549353509	13.70941694	0.550154895	0.646008493	2.525469203	2.707834309	2.002403709	44.81479319	38.27378209	95.62618824	NA	NA	NA	NA	NA	NA	104.6339013	93.57754034	257.8727839	236.3194234	56.97630588	209.5137824	1.104899576	0.235098888	2.080820271	46.794703	37.03585767	62.15335962	143.4119264	125.2356384	155.9731215	288.663536	279.0048895	236.626237	609.2427036	106.7760845	91.42046902	135.4876003	263.9257562	258.1378028	4.444861549	2.888801081	NA	29.9215314	29.96910679	51.39861117	13.47063513	15.16305418	11.42688141	0.7974814	0.349921452	0.756016998	NA	NA	NA	NA	NA	NA	0.251635342	2.108821981	0.554357824	3.806159321	0.717329246	1.954117121	102.1800547	111.8857953	90.74358294	158.430268	177.2702705	144.2847902	1.525647108	8.170205531	6.062640908	1.815540093	NA	16.48914834	6.084748578	7.993984939	19.87597945	23.02451067	16.59036262	5.547532553
FEX_0011865	Darkorange	86.32981484	50.05016957	80.41589198	82.41669509	84.09608497	57.2985622	112.6617704	107.4163438	164.614646	111.1261347	141.9380698	132.3417033	294.3920381	303.4047936	299.2317426	325.4155399	279.2086534	217.6376758	35.93063297	60.84308948	46.96022155	62.09756639	97.52730694	112.7201793	100.8210267	68.74917886	64.08340489	62.774303	35.5368622	20.80747997	23.90510531	41.43386149	59.03018291	56.55347831	115.7454661	105.7724858	69.45570684	93.46498207	NA	79.95630345	59.11212733	100.6223242	37.87092893	71.20933065	49.8176376	67.12562839	235.005684	262.9464078	215.9834223	170.4955557	155.5839207	194.2308193	NA	107.506472	83.8546371	93.91198287	99.99671508	105.5194878	104.1690344	182.9188844	132.6611141	113.3877259	96.21660601	107.6729517	91.10523246	72.6328564	74.15316656	52.23503167	85.38083428	46.49504536	188.2561815	261.0956676	263.4775273	101.9769681	69.77151713	94.65221241	157.2670559	116.9224631	131.3828042	36.63428347	37.30112079	59.01433706	139.6804789	131.0004663	190.0681193	40.03176725	50.74795978	47.59131824	127.4388286	107.5571361	149.7908814	70.62450963	98.00040125	69.59954472	57.4670699	65.88697517	46.95700144	37.36764847	45.03098426	65.64901784
FEX_0008066	Darkmagenta	14.46024398	24.38341594	19.48103299	13.93939875	13.64969364	14.24183916	30.15046685	24.1110316	31.34591316	4.912138992	3.578270667	3.419682255	NA	NA	NA	NA	NA	NA	132.4926742	216.9538468	69.58859253	114.2159166	61.49517509	71.25472567	76.09234213	40.24739247	34.9965895	42.7672883	40.39660404	19.81071446	57.07343893	19.13849793	18.23445441	23.96968617	17.75820849	29.86517245	17.97966879	7.537498554	38.98378823	3.63437743	1.38112447	3.291384438	NA	1.453251646	4.849933742	1.740294069	17.53773761	16.14428715	18.33399651	7.045270896	9.835765103	6.98672012	NA	23.25203593	25.21313487	1.956499643	7.786629453	0.905746677	NA	NA	NA	NA	NA	NA	65.96591552	82.13077431	81.73137706	54.64741291	45.83971021	35.91080739	1.645595992	5.094549612	1.667654678	NA	0.766719968	NA	1.509812051	3.280389748	3.603325854	1.427309745	0.358664623	0.781646849	5.504649413	1.271429492	1.28714302	0.454906446	NA	0.75541775	89.70804993	81.28837402	90.21209671	27.95931744	32.7541448	23.96678537	8.112998104	1.929582571	10.9317887	10.94607884	11.85025902	9.889079769
FEX_0012467	Lightgreen	63.4524139	112.6462483	125.8995735	55.5833525	10.96274608	32.12859553	0.284438366	0.226394663	0.685137852	0.169384103	0.238551378	NA	33.39206608	33.89622996	53.13061692	25.93926429	31.4667879	57.30190022	6.481822256	2.284902824	4.126161712	2.099527602	21.22656865	17.60711234	13.9857887	11.60692592	13.39330572	11.74723799	0.151866932	0.872169819	0.747034541	2.367649228	4.944936788	2.434421252	448.3250001	448.4355194	246.4618516	83.28935902	NA	52.49656287	54.69252902	107.444894	84.06513894	13.9512158	18.51792883	17.90016757	90.44795877	85.61364397	88.53978801	7.984640349	23.69525229	14.90500292	NA	577.0799699	246.0786832	63.5862384	58.19480959	43.92871382	NA	NA	NA	NA	NA	NA	35.31786078	35.80673035	45.75493502	10.47757645	24.61114212	29.48466291	2.962072785	4.07563969	7.564005145	3.642034576	7.2838397	8.094168251	110.211247	100.3026028	104.2608477	37.21472276	33.35580994	24.2310523	268.6991399	337.3102442	366.0076988	52.77824587	47.59880556	75.72307524	48.07161472	48.52378143	73.39433083	32.6760906	11.79149213	41.60633941	15.54991303	9.372258204	15.16040332	10.19117685	15.01032809	20.50175074
FEX_0003386	Green	NA	NA	NA	NA	NA	NA	53.4744129	41.42569542	34.770746	23.71377445	17.65280196	33.17091787	53.69395299	40.70250268	48.38657048	41.95664681	45.42038615	30.61722195	8.97792772	15.17950018	6.401802414	10.33613589	NA	NA	NA	NA	NA	NA	3.341072514	3.862466342	5.826869419	24.66301279	25.03374249	24.90600204	NA	NA	NA	NA	NA	NA	16.57349364	11.28474664	4.161640542	12.49796415	14.54980123	9.198697224	56.90021536	45.01320789	51.41568093	30.05982249	25.93065345	27.48109914	NA	114.6188595	85.95730789	39.43325031	37.70367945	42.5700938	NA	NA	NA	NA	NA	NA	44.9692882	47.77275504	51.51335387	53.56416734	39.3078431	65.7734788	141.8503745	155.3837632	117.9270094	72.11228461	80.1222367	57.6503004	175.1407143	160.8562544	163.627027	69.93817753	88.73721438	73.47480376	132.7996671	156.0069415	168.3990666	147.844595	108.4476949	117.845169	24.38746902	22.33878981	26.31186154	22.87580518	6.807621456	8.052839885	11.49341398	7.167020979	15.65233381	1.887254973	5.135112241	25.08449502
FEX_0004340	Royalblue	151.8109794	126.7809295	138.351578	165.1574812	308.2154564	277.856626	124.8812426	95.47855317	184.6283791	134.6620559	142.844565	133.4736181	260.4128588	233.1786883	158.2795003	245.3614475	202.3641944	250.7211996	83.92148131	170.9002749	81.79803007	183.5269753	220.4734614	272.5628648	299.4594746	236.7255152	246.0122884	530.4520379	21.26137055	23.54858512	26.59442966	17.36276101	15.76198601	15.16831703	74.83816436	119.9584427	279.3006084	167.7093428	10.10579741	163.950804	6.353172563	15.04632886	5.826296759	12.20731382	13.22709202	27.09886479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	140.0492533	217.4828116	324.7257085	116.2145667	173.8576236	143.1368036	206.2361556	165.7869884	152.0601852	325.9319771	209.3475071	227.5611163	8.886218356	10.69855419	7.861800624	12.0187141	18.78463923	13.14228625	12.07849641	12.88724544	11.91869321	9.039628388	18.6505604	14.06964327	NA	NA	NA	NA	NA	NA	163.7019347	161.6159732	178.4817233	121.2780782	202.9695743	168.3369484	NA	NA	27.57792148	NA	NA	NA
FEX_0010378	Darkgrey	2.158245371	5.390018261	3.62437823	3.484849687	3.224337081	1.324822247	126.833912	126.6666819	138.713866	120.6760105	112.6129489	106.6940863	11.37531921	7.314573599	7.16337496	11.20413248	5.55296257	12.61614171	52.08103923	35.43535735	14.60411176	9.447874211	2.272922283	1.547333891	1.702043152	2.110350167	2.895713777	0.734202374	3.492939447	5.482210291	2.241103623	7.694859992	3.399644042	3.745263464	3.805330391	21.65225003	63.79087969	19.59749624	72.24995419	20.85728825	38.93942331	18.81496404	43.21031375	24.41462765	14.14417041	17.47503859	213.1809438	207.6742392	226.7155178	145.8042296	152.9014393	134.1450263	31.12521339	12.8570081	24.90419673	32.77136902	21.72059795	21.73792024	1.296417952	2.542144951	0.752496986	0.661249313	0.701031738	0.951826133	1.803013914	2.831654696	2.309688795	6.379851197	5.948664683	1.890042494	57.32269078	67.94855546	42.78963667	26.22993302	46.37122369	28.66657058	18.6210153	10.5441099	13.30458777	6.660778812	10.75993869	5.862351364	92.20287768	86.71149135	68.43310392	123.2796469	84.81165881	83.85137023	4.119247191	3.516290988	1.940045091	7.262160373	4.192530535	3.642951377	4.732582227	1.653927918	3.478296403	3.019607957	1.185025902	7.235912026
FEX_0003381	Salmon	14.24441945	39.78346812	36.2437823	15.68182359	19.883412	26.82765051	45.79742139	30.68213669	127.165011	11.34873491	11.21191476	8.891173862	95.77284886	98.93270732	64.2000586	59.64220017	41.4806304	43.23336366	25.70586031	7.164525804	13.12869636	3.068540342	64.14691775	75.12538139	72.09654553	33.8877015	24.56698388	27.71613963	27.18418091	31.89649624	30.03078855	18.74388972	16.68916166	11.23579039	156.0153749	238.7894751	313.2895713	119.846227	327.8936424	106.6043664	1.657349364	0.470197777	NA	0.581300658	NA	1.491680631	16.32958235	40.1405685	38.89043113	19.72675851	27.71897438	23.28906707	25.56713957	296.2582931	290.9692859	114.944354	90.16097261	93.29190769	42.50398856	63.78472786	63.65987685	25.78872319	17.87630931	29.50661012	91.23250403	88.52848705	87.16036136	65.92512903	38.37471923	39.68333221	NA	NA	NA	NA	NA	NA	18.33918371	19.91665204	28.27224901	3.806159321	9.325280199	7.816468485	26.83516589	14.49429621	16.51833543	9.553035367	5.909009016	15.86377275	54.77073117	59.98378744	55.4125379	16.15830683	34.06431059	23.77505109	1.352166351	17.6418978	0.993798972	NA	1.975043169	1.205985338
FEX_0006712	Turquoise	12.30199861	17.19672493	16.53622567	7.666669311	23.7526165	8.280139046	27.73274073	27.62014888	64.48431822	18.93714274	18.84555885	20.68907764	82.13102788	77.85557753	53.65773319	62.12974393	41.57602745	24.46300648	88.97045851	104.4119263	65.51969694	59.7477105	80.30992065	94.15526725	114.338253	36.47891003	23.41751141	34.69106219	1.518669325	3.737870653	1.494069082	3.156865638	2.472468394	0.936315866	5.663600066	7.39660771	5.664827154	1.808999653	401.7629232	1.211459143	116.8431302	54.778041	170.2152598	21.79877469	54.67198037	34.80588139	55.34130535	47.4544198	67.96993827	24.42360577	29.95437554	45.36244483	NA	50.05479453	57.37422538	13.20637259	22.95006576	25.81378028	58.43140911	94.75845305	93.78096304	30.91340537	28.74054867	33.55663031	95.34761814	79.05705881	71.7219152	43.59564984	49.33892473	23.05851843	26.98777427	29.54838775	44.28814351	29.92295608	30.66879874	35.35004093	12.83340243	15.70369435	17.46227145	9.991168218	16.85723728	8.988938758	34.77218226	25.93716164	33.46571853	5.458877353	9.037307906	6.043341999	79.63877902	72.7717104	87.66578753	12.34567263	27.51348163	24.54198822	25.22804369	18.46886175	19.6275297	40.38348191	38.80169811	20.98414488
FEX_0000463	Lightyellow	42.94692464	46.30282354	32.16635679	29.79546482	38.90700078	20.03793649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52.20040943	71.05815419	52.4617705	45.55813395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.830436844	8.461798861	26.87098446	1.884374639	154.9155769	8.076394288	83.6961429	88.1738381	49.52352245	86.34639979	68.78087853	82.0424347	35.07547522	40.11610746	29.50431926	23.95392105	27.27189415	20.49437902	31.12521339	NA	0.315242997	0.489124911	0.819645206	1.358620015	36.85531034	36.2452094	34.8672899	13.39029858	14.02063476	21.55410278	345.832917	297.4826812	306.703575	304.2816863	320.5618757	270.2760767	963.2594874	1206.687379	1384.729915	339.3320035	270.5601425	284.3547382	15.06540792	23.20641433	9.570987826	4.743426054	9.457986109	3.53695199	15.13778589	13.47715261	16.73285927	0.454906446	1.042766297	NA	37.30512308	34.54962736	45.30005287	23.78357522	28.60878024	25.11719107	44.28344798	31.15173234	37.51591121	45.67157035	62.71157072	70.67074079
FEX_0002315	Lightgreen	135.5378093	83.16028175	49.83520066	128.068226	103.7161761	133.4145684	109.0920689	79.35359331	113.1890553	57.25182687	62.97756374	55.39714268	98.34146933	125.5875094	79.74323069	67.79066015	50.83096507	62.61914238	56.86691886	64.70573707	36.28521603	36.09572455	94.23914604	95.31576767	100.420546	48.24109742	29.46074017	48.4573567	41.6115395	53.57614603	35.40943724	103.9792619	93.64474042	91.94621804	474.0078091	360.3979685	153.9355205	50.12436538	119.9501176	52.90038259	23.47911599	14.57613108	7.907117029	7.847558887	7.918619092	8.698984213	88.85787056	90.01663137	86.75110542	73.74050204	67.95619525	81.97751607	27.79036909	1.961377619	0.630485993	NA	NA	NA	229.286331	233.4994803	228.8671697	138.3085594	126.2312799	126.7784818	128.2250466	113.3566181	111.3513124	36.55123081	65.78523297	32.5087309	NA	NA	NA	NA	NA	NA	133.4069928	130.2783357	111.971965	53.76200041	91.62805124	85.98115334	115.9416783	100.1072725	108.1178685	35.48270279	42.75341817	21.151697	NA	NA	NA	NA	NA	NA	27.71941019	17.6418978	30.31086866	18.11764774	26.46557847	37.62674254
