cluster 	color	NQ1	NQ2	NQ3	NQ4	NQ5	NQ6	NW1	NW2	NW3	NW4	NW5	NW6	OQ1	OQ3	OQ4	OQ5	OW1	OW4	OW5	OW7
FEX_0003836	 darkolivegreen	0.18	0.21	0.71	0.05	0.08	16.2	0.85	0.53	0	1.16	20.11	0.41	0.12	16.67	0.05	0.12	28.58	2.36	33.37	0.24
FEX_0003838	 darkolivegreen	0.25	0.21	0.79	0.05	0.13	16.2	1.17	0.88	NA	1.69	40	0.61	0.21	21.43	0.06	0.12	40.01	3.58	33.37	0.3
FEX_0003839	 darkmagenta	0	0.14	0.29	0.22	1.14	1.34	0.19	0.4	0.27	0.96	0.13	0.81	0.08	0	0	0.18	0	0.32	0.19	0.1
FEX_0003840	 darkolivegreen	0	0.14	NA	0.22	NA	NA	0	0.48	0.28	NA	0.09	0.19	0	0	NA	0.25	NA	0.24	0.17	0
FEX_0003841	 black	0	0.73	0.09	NA	1.14	1.97	0.29	0	0.24	1.92	0.43	4.68	0.16	0	0	0	0	0.3	0.22	0.08
FEX_0003842	 magenta	NA	0.69	0.88	NA	NA	NA	NA	0	18.29	0	94.44	NA	NA	25.13	0.03	0	0	0.33	NA	12.64
FEX_0003843	 magenta	NA	0	0.88	NA	NA	NA	NA	0	33.34	0	94.44	NA	NA	25.13	0.1	0	0	0	NA	33.33
FEX_0003846	 darkolivegreen	0.23	0.28	0.2	0.25	0.15	1.72	0.15	0.2	0.49	0.2	1.83	0.4	0.13	0.04	0.06	0.04	0.03	0.36	0.14	0.25
FEX_0003847	 magenta	0.62	0	0.84	NA	NA	NA	0	0	2.52	0	98.34	0.18	0.49	NA	0	NA	NA	1.34	NA	0
FEX_0003849	 salmon	3.03	0.08	0.12	0	NA	1.27	0.11	0.62	0.32	0	0.11	0.15	0.06	0	0	0.17	0.26	0.24	NA	0.04
FEX_0003852	 mediumpurple3	NA	0	NA	0	NA	NA	0.4	0	NA	NA	0	0	NA	0	NA	0	NA	0.72	0.26	1
FEX_0003853	 black	0.12	0.16	0.04	0.15	0.2	2.22	0.26	0.13	0.6	0.11	0.79	1.32	0.12	0.06	0.09	0	0	0.49	0.13	0.32
FEX_0003854	 red	0.22	0	0	2.38	0.12	1.51	0.08	0	0.11	1.15	0	0.5	0.01	0	0.62	0	0	0.19	0	0.17
FEX_0003855	 darkolivegreen	0.44	0.46	0.09	NA	0.52	2.98	0.11	0	0.49	0.37	0.53	0	0.8	0	0.12	0.08	0.09	0.1	0	0.14
FEX_0003857	 darkolivegreen	0.08	0.09	0.13	0	0.34	2.66	0.19	0.2	0.63	0.4	0.26	0.31	0.35	0	0.08	0.15	0.03	0.15	0.37	0.24
FEX_0003858	 darkolivegreen	0.09	0.19	0.52	0.98	0.08	1.51	0.18	0.25	0.17	0.31	0.39	0.35	0.55	0.07	0.11	0.15	0.01	0.7	0.25	0.14
FEX_0003860	 brown	NA	2.2	NA	0.36	0	2.21	0.17	0.37	0.12	0.19	0	1.17	5.29	0	NA	0	NA	0.15	0	0
FEX_0003861	 darkolivegreen	0.04	0.18	1.08	0	NA	0.63	0.45	0.77	0.14	0.17	0	0.45	0	0.06	0	0.38	0	0.32	NA	0
FEX_0003862	 green	0	0.28	0.5	1.86	0	1.74	6.02	0.3	NA	0.14	0.17	0.16	0.16	0	0	NA	1.28	0.08	NA	0.69
FEX_0003863	 lightsteelblue1	0.42	0	0.19	0	NA	NA	0	0.93	NA	0	0.47	0	0.2	0	NA	0	NA	0.24	0	0.32
FEX_0003864	 skyblue	NA	0.1	1.01	2	0	NA	0	0.22	NA	0.23	0	0	0	0	0	NA	2.56	0.11	NA	0.35
FEX_0003865	 darkolivegreen	100	65.73	100	NA	NA	NA	34.81	40.9	0	0	NA	0	99.82	75	100	100	100	46.29	0	60.24
FEX_0003866	 darkolivegreen	33.33	28.3	100	NA	0.09	NA	29.19	22.92	0.1	0	NA	0	99.82	37.5	100	100	100	29.26	0	25.1
FEX_0003867	 brown	7.3	1	78	NA	99.35	51.8	0.13	50.19	97.62	NA	NA	NA	100	3.64	NA	100	2.86	0	50	50
FEX_0003868	 darkred	8.14	15.05	0.18	6.55	0.15	7.82	2.57	2.68	7.4	0.12	1.66	0.1	0.46	0.01	0.07	0.14	0.05	0.04	20.11	3.3
FEX_0003869	 greenyellow	NA	100	NA	NA	NA	3.7	NA	20	100	0	2.08	0	0.76	0	NA	NA	0	0	NA	25
FEX_0003870	 lightsteelblue1	0.77	0.6	0.23	0.83	0.09	1.79	0.26	3.06	0.53	0.52	0.23	0.24	4.01	0.01	0.07	0.06	0.08	0.34	0.13	1.11
FEX_0003871	 darkolivegreen	0.06	1.05	0.32	0.37	0.16	2.11	0.6	0.18	0.23	0.66	0	0.09	0.26	0.01	0.17	0.13	0.12	0.27	0.13	0.12
FEX_0003872	 red	0.15	0.38	0.16	1.35	0.09	1.45	0.2	0.25	0.68	0.5	0.24	0.1	0.12	0.01	0	NA	0.04	0.51	0.23	0.36
FEX_0003873	 darkred	0	0	0	0.3	0.27	NA	0	0	0.24	NA	NA	0.4	0	NA	0.26	0	NA	0	1.56	0
FEX_0003874	 purple	0	0.24	0	0.3	NA	4.52	0	0.61	0.28	0.13	0.46	0.32	0	0	0	0.1	0	19.65	0.06	0.62
FEX_0003875	 tan	100	66.75	NA	0.3	NA	2.4	32.86	17.05	100	0	NA	33.33	20.05	33.33	NA	0.2	66.67	30.63	NA	15.73
FEX_0003876	 darkolivegreen	100	100	NA	NA	NA	2.4	98.59	22.74	100	NA	NA	50	33.41	33.33	NA	0.2	100	100	NA	88.36
FEX_0003877	 darkgrey	0	0.41	7.29	0.31	0	1.31	0.57	0.13	0.85	0.07	0.8	0.19	0.31	0	0	0.13	0.09	0.29	0.34	0.26
FEX_0003878	 magenta	0.14	0.3	5.19	0.24	0	12.4	0.31	3.03	0.44	0.16	16.67	0.11	0.27	5.58	0.02	0.06	12.55	0.13	0.33	0.67
FEX_0003879	 darkgrey	0	0.48	7.78	0.11	0	1.26	0.57	0.14	0.85	0.07	0	0.16	0.34	0	0	0.08	0.1	0.25	0.34	0.24
FEX_0003880	 darkolivegreen	0.23	0.14	1.18	0	0	1.73	0.18	0.05	0.08	0.22	0	0	0.1	0.05	0.04	0	0.03	0.08	0.33	0.9
FEX_0003882	 red	0	NA	0	2.9	NA	NA	NA	0	0.16	0	0	0.82	0	0	NA	0.2	0	0	0	0.38
FEX_0003883	 darkolivegreen	0	NA	NA	NA	NA	2.36	0.28	0	3.03	0	0	0	0	0	NA	NA	0	NA	0	0.49
FEX_0003884	 tan	0	0.2	NA	NA	NA	1.46	0.5	0	3.03	0	0	0	0.02	0	NA	NA	0	NA	0	0.43
FEX_0003885	 mediumpurple3	0	0.2	NA	NA	NA	1.67	1.29	0	0	NA	NA	0	0.05	NA	NA	0.14	0	2.38	NA	10.2
FEX_0003888	 darkred	0.04	0.18	0.04	0.31	NA	1.98	8.09	0.17	0.3	0.73	1.17	0.23	2.08	11.13	0	7.78	0.05	0.12	33.33	0.33
FEX_0003889	 darkolivegreen	0	0.18	0.04	0.31	NA	1.98	0.43	0.17	0.27	0.82	1.17	0.23	2.08	0.08	0	0.11	0.08	0.13	0	0.33
FEX_0003890	 midnightblue	NA	NA	0	NA	NA	NA	0	0	0.16	0	NA	0.36	0	0	0	0.22	0	0	NA	0
FEX_0003892	 darkolivegreen	0.22	0	0	NA	0.5	3.24	0.18	0.68	0	0.1	0.41	0.22	0	0	NA	0.22	0	0.61	0.86	0.2
FEX_0003893	 brown	0.22	0	0.15	0.49	0.5	3.24	0.24	0.56	0.75	0.1	0.41	0.16	40	0	NA	0.16	0	0.61	0.72	0.15
FEX_0003894	 brown	0.22	0	0.31	0.49	0.99	3.24	0.22	0.54	0.75	0.19	0.14	0	66.67	0	NA	0.18	0	0.12	0.37	0
FEX_0003896	 darkolivegreen	NA	NA	0	0	0.19	1.71	0	0	0.23	NA	NA	0	0	0	NA	0	NA	0	0	0.85
FEX_0003897	 darkolivegreen	NA	NA	0	0	0.19	1.71	NA	0	0.23	NA	NA	0	0	0	NA	0	NA	0	0	0.85
FEX_0003898	 darkolivegreen	0.15	0.33	0.33	0.12	0.15	2.02	0.35	0.34	0.3	0.15	0.21	0.37	0.26	0.18	0.16	0.12	0.21	0.13	0.25	0.17
FEX_0003899	 green	0.52	0.21	0	NA	NA	0.87	0.83	0	0	0	0.16	0	0.36	0	0	NA	NA	0	NA	0
FEX_0003900	 darkolivegreen	NA	0.92	NA	0	NA	NA	0	NA	0.13	0	1.03	0.48	0.29	0	NA	0.11	NA	0	NA	0.51
FEX_0003901	 darkolivegreen	NA	0.92	NA	0	NA	NA	0	NA	0.13	0	1.03	0.48	0.29	0	NA	0.11	NA	0	NA	0.51
FEX_0003902	 darkolivegreen	0	NA	NA	NA	NA	1.66	0	0.11	0.5	NA	0	NA	0	0	NA	0	NA	0.36	0	0
FEX_0003903	 blue	0.22	0.15	0.17	0.6	0.12	1.71	0.22	0.29	0.11	0.37	0.17	0.21	0.2	1.47	0.08	0.11	0.92	0.13	0.3	0.27
FEX_0003904	 green	NA	0	0.79	0	0	0.86	1.08	0	0.18	NA	0.7	0	0	0.45	NA	0	NA	0	NA	0
FEX_0003905	 green	NA	0	0.79	0	0	0.86	1.08	0	0.18	NA	0.7	0	0	0.45	NA	0	NA	0	NA	0
FEX_0003906	 tan	0.02	0	0	0	NA	0	0.31	0.42	NA	0.27	0	0	0.47	0	NA	0.05	0	0	0	0.25
FEX_0003907	 darkolivegreen	0.03	0.09	0	0	NA	2.33	0.48	0.19	NA	0.4	0.26	0.29	0.39	0.02	0.09	0.5	0.1	0.37	0.62	0.06
FEX_0003910	 brown	NA	0.16	0.11	0	NA	0.67	0	0	NA	0.38	0.41	25.24	99.81	NA	NA	NA	0.22	NA	0	0.26
FEX_0003911	 brown	0	0.23	0.09	0	NA	0.67	0.09	0.19	NA	NA	0.41	25.24	42.77	NA	0	0.16	0.14	0.39	0	0.38
FEX_0003912	 darkolivegreen	0	NA	0.08	0.15	0	2.36	0.13	0.51	0.24	0.32	0.35	0.23	0.04	0	NA	NA	0.38	0.34	0.22	0.21
FEX_0003913	 greenyellow	0.09	7.14	1.63	0.25	0.17	2.07	0.16	0.14	0.18	0.07	0.8	0.11	0.22	0.02	0.04	0.11	0.54	0.22	0	0.09
FEX_0003915	 darkmagenta	NA	NA	0	NA	0	1.5	0	24.88	40	98.36	NA	0	0	25.26	NA	NA	0	0	50.17	0.12
FEX_0003917	 green	99.2	NA	99.72	100	100	NA	28.57	100	NA	99.81	97.72	NA	99.88	100	100	100	NA	NA	NA	99.57
FEX_0003918	 skyblue	15.96	15.52	18.29	5.26	NA	3.21	20	20.33	NA	NA	13.09	18.32	0.12	11.11	20.02	0.02	49.94	0.29	25.03	0.18
FEX_0003919	 grey	15.96	15.52	18.29	5.26	NA	2.45	25	26.89	33.64	NA	25.84	18.32	0.12	23.81	20.02	0.02	39.95	0.27	25.03	0.15
FEX_0003921	 black	0	0.4	NA	78.95	NA	1.19	NA	9.09	0.14	0	0	100	0	16.82	0.04	0	0	0	NA	19.63
FEX_0003922	 black	0.16	NA	0	NA	NA	1.72	0	13.1	0.19	1.3	NA	46.88	0	NA	NA	50	NA	7.43	0.32	7.1
FEX_0003923	 black	0.16	NA	0	NA	NA	1.72	0	13.1	0.19	1.3	NA	46.88	0	NA	NA	50	NA	12.39	0.32	7.1
FEX_0003925	 blue	0	NA	NA	0	NA	2.26	0.49	NA	0.27	NA	NA	0	25.25	66.67	0	NA	NA	66.67	0	0
FEX_0003927	 purple	0.18	6.07	5.92	0.05	0.12	2.3	0.11	0.34	8.44	0.12	0.08	0.19	0.41	0.05	0.05	0.14	0.74	1.96	0.01	0.43
FEX_0003930	 darkmagenta	0.1	0.22	0.2	0.32	0.19	1.91	0.28	0.41	0.33	1.12	0.26	0.48	0.24	0.04	0.13	0.11	0.06	0.22	0.35	0.33
FEX_0003931	 darkolivegreen	0	0.3	NA	0.3	NA	1.92	0.22	0.16	0.18	0.3	NA	0.18	0.06	0.09	0.1	0.59	0.09	0.23	NA	0.09
FEX_0003932	 darkolivegreen	0.22	0.11	0.07	0.31	NA	2	0.14	0	0.18	0	NA	0.48	0.06	0	0	0.06	NA	0	0	0.1
FEX_0003936	 darkolivegreen	NA	0	0.51	NA	0	52.62	0	0	0	0	0.32	NA	0	0	NA	NA	NA	0	0	2.08
FEX_0003937	 greenyellow	0.13	42.69	0.34	3.09	0.03	1.46	0.11	0.12	0.24	30.48	0.12	0.07	0.13	1.55	0.03	0	0	0.3	0.17	0.98
FEX_0003938	 salmon	2.06	0.19	0.58	0.36	0.7	1.63	0.32	0.32	0.1	0.21	0.35	0.42	0.23	0.98	0	0.12	0.05	0.23	0.07	0.31
FEX_0003939	 black	0.05	0.73	0.14	0	NA	3.28	0.57	0.24	0.26	0	NA	3.33	0.19	0	0	0	0.2	0	NA	0.15
FEX_0003940	 black	0.05	0.73	0.14	0	NA	3.28	0.57	0.24	0.26	0	NA	3.33	0.19	0	0	0	0.2	0	NA	0.15
FEX_0003941	 brown	2.55	7.3	0.32	5.29	0.1	1.75	4.15	2.43	0.32	1.13	7.3	0.19	17.17	4.82	0	4.25	0.17	2.38	3.95	0.26
FEX_0003942	 black	0.25	0	0	0	NA	1.23	0.28	0.39	0.71	0.64	0.21	3.57	0.39	0	0	0	0.13	0.18	NA	0.06
FEX_0003944	 darkolivegreen	0.25	0	0	0	NA	1.23	0.32	0.37	0.62	0	0.26	NA	0.59	0	0	0	0.13	0.18	NA	0.07
FEX_0003945	 black	0	0	0	0.55	NA	0	0.14	0	0.37	0	1.34	8.74	0	0.2	0	0.04	0	0.06	0	0
FEX_0003947	 lightsteelblue1	NA	NA	0	0.22	NA	0.43	0	1.04	0.12	NA	0.78	0	0.15	NA	NA	0	0	0.62	0.16	0.11
FEX_0003948	 lightsteelblue1	NA	0.08	0	0.15	NA	0.43	0	0.77	0.21	0.75	0.78	0.25	0.2	0.07	0	0	0	0.62	0.11	0.23
FEX_0003950	 darkolivegreen	NA	NA	NA	0	0.05	NA	40.2	0	0.29	0.56	0.34	0.32	NA	0	0.22	0	97.2	0	0.09	23.97
FEX_0003952	 darkolivegreen	NA	50	NA	0.43	NA	6.94	0.88	0	50	1.37	0.18	48.69	49.91	NA	NA	NA	NA	49.78	0	36.36
FEX_0003954	 green	0	0.24	0	0.52	NA	1.45	1.77	0	0	0	NA	0.21	0	0.37	NA	0.41	NA	0	0.15	0.4
FEX_0003955	 green	0	0	0	0.07	0.4	0.75	1.21	0.48	0	0	1.89	0.39	0.18	0	NA	0.09	0.05	0.08	0.09	0
FEX_0003956	 brown	0.09	4.51	0.08	0	0.13	1.61	0.21	0.35	0.13	5.79	0.09	0.46	7.32	0	0.1	0.13	0.01	0.29	0	0.18
FEX_0003957	 brown	0.09	4.51	0.08	0	0.13	1.61	0.21	0.35	0.13	6.13	0.08	0.44	7.32	0	0.1	0.11	0.02	0.26	0.07	0.18
FEX_0003958	 brown	NA	NA	NA	NA	NA	NA	0	0	0.27	16.67	0	0.22	50.41	0	NA	0	NA	0.62	0.14	1.67
FEX_0003961	 red	0	1.91	0.15	4.96	0.02	1.24	0.25	0	NA	0.19	2	0.15	0.6	1.73	0	NA	0.07	0.72	0.12	0.25
FEX_0003962	 purple	0	0	0	1.63	0.55	1.36	0.32	0	NA	NA	0	0	0	0	0	0	0	1.8	0.25	0.64
FEX_0003963	 brown	NA	0	0	0	NA	NA	NA	1.27	NA	NA	NA	2.56	1.23	0	0.13	0	0.48	0.45	NA	0
FEX_0003966	 darkolivegreen	0.17	1.26	0.15	1.72	0.06	36.36	NA	0.11	0	NA	0	0.24	0.03	0	0.09	0.11	0.07	0.31	0	0.35
FEX_0003970	 greenyellow	0.05	9.53	0.39	0.56	0.09	6.1	0.37	0.43	0.6	0.28	0.37	0.07	0.32	0.02	0.07	0.01	0.02	0.17	0.24	0.16
FEX_0003979	 red	0.08	0.45	0.58	2.22	0	1.27	0.28	0.08	0.19	0.7	NA	0.35	0.03	0	NA	0	0	0.03	0	0
FEX_0003980	 magenta	0.31	0	0.17	0.09	0	NA	0	0.06	0.33	0.03	0.41	0.13	0.04	0.01	0.15	0	0.11	0	0.21	0.11
FEX_0003984	 darkolivegreen	0	0	NA	NA	NA	2.77	0	0	0.26	0.36	1.69	0.29	0.25	0	0.02	0	0	0	0.22	1.1
FEX_0003985	 darkolivegreen	0.11	0.17	0.21	0.22	0.58	1.87	0.25	0.51	0.28	0.28	0.43	0.42	0.24	0	0.03	0.08	0.06	0.05	0.12	0.19
FEX_0003986	 darkolivegreen	0.08	0.49	0.26	NA	0.57	2.24	0.13	0.47	0.16	0	0.45	0.66	0.25	0	0	0.06	0	0	0.12	0.15
FEX_0003989	 darkolivegreen	0.15	0.14	0.18	0.16	0.26	2.17	0.03	0.31	0.11	0.24	0.14	0.45	0.02	0	0.17	0.07	0.08	0.37	0.12	0.23
FEX_0003991	 sienna3	0	23.27	0.44	0.29	0.26	0.58	0.21	0.52	0.92	45.45	0.56	16.7	5.14	24.29	100	NA	0	11.65	0.09	5.26
FEX_0003992	 sienna3	0	23.27	0.37	0.12	0.26	0.58	0.21	0.52	0.85	7.79	0.56	16.7	24.11	32.86	100	NA	0	10.35	0.07	14.21
FEX_0003993	 darkolivegreen	0.46	0	0	0.32	NA	NA	0.8	0	0	0	0	0.76	NA	NA	NA	0.21	NA	0.17	1.32	0
FEX_0003995	 brown	0	NA	0.15	0.18	NA	NA	NA	0.32	0.18	0	0.13	7.78	8.22	0.07	0.07	0.1	0.03	0	0	0
FEX_0003996	 grey	0.18	0	0.7	0.63	0	0	0.27	0.93	0.2	0.1	0.13	0	0.79	0	0	0.07	0	0.21	0.3	0
FEX_0003997	 greenyellow	0.13	6.45	0.01	1.32	0.67	1	0.12	0.23	0.65	0.02	0.07	0.14	0.04	0	0.87	0.06	0.1	0.31	0.89	0.53
FEX_0003998	 greenyellow	0.15	1.02	0.11	0.75	0.5	1.42	0.25	0.27	0.36	0.28	0.34	0.22	0.43	0	0.19	0.16	0.09	0.23	0.27	0.37
FEX_0003999	 darkolivegreen	0.05	0	0.39	1.49	0	1.76	0	0.15	0.14	0.12	0.59	0.1	0.36	0	0	0	0	0.32	0.32	0.07
FEX_0004000	 green	2	NA	0.22	NA	0.13	NA	1.49	0	NA	0.1	0	NA	0.89	NA	NA	NA	0	0.48	0	0.62
FEX_0004001	 mediumpurple3	0.27	0	0.86	0.25	NA	NA	0	0	0	NA	NA	NA	0	0	0	0	0	0	NA	0.61
FEX_0004002	 mediumpurple3	0.27	0	0.86	0.25	NA	NA	0	0	0	NA	NA	NA	0	0	0	0	0	0	NA	0.61
FEX_0004003	 darkolivegreen	0.12	0.09	0.12	0.45	0.52	1.56	0.22	0.32	0.32	0.5	0.45	0.28	0.38	0.01	0.01	0.21	0.1	0.23	0.13	0.38
FEX_0004004	 mediumpurple3	0.25	0.29	0.12	0.43	0.34	1.46	0.58	0.67	0.01	0.03	0.23	0.11	0.22	0.1	0	0.08	0.03	0.24	0.27	2.48
FEX_0004005	 darkolivegreen	0.16	0.09	0.13	0.5	0.64	1.42	0.21	0.45	0.17	NA	0.51	0.14	0.31	0	0	0.27	0	0	0.13	0.37
FEX_0004006	 darkolivegreen	0.16	0.09	0.13	0.5	0.64	1.42	0.21	0.45	0.17	NA	0.51	0.14	0.31	0	0	0.27	0	0	0.13	0.37
FEX_0004007	 magenta	0.18	0.1	NA	0	NA	1.19	0	0.38	0	0.37	1.72	NA	NA	NA	NA	0.37	0	0	0.26	0.69
FEX_0004008	 darkolivegreen	0.11	0.09	0.12	0.42	0.34	1.64	0.24	0.29	0.37	0.52	0.4	0.28	0.34	0	0	0.19	0.09	0.28	0.12	0.33
FEX_0004011	 purple	0.46	0	0	0.52	NA	NA	0	NA	0	0.78	NA	0.55	0.25	0	NA	0.05	NA	1.02	NA	0
FEX_0004012	 purple	0.06	0	0	NA	NA	1.73	0.28	0	0.14	0.37	NA	NA	NA	0	NA	NA	NA	2.96	0.29	0.08
FEX_0004013	 purple	0.06	0	0	NA	NA	1.73	0.28	0	0.14	0.37	NA	NA	NA	0	NA	NA	NA	2.96	0.29	0.08
FEX_0004014	 darkolivegreen	0.08	0.05	0.2	0.48	0	2.62	0.19	0.26	0.58	0.55	0.23	0.27	0.25	0.01	0	0.07	0.15	0.25	0.07	0.47
FEX_0004017	 darkolivegreen	0.09	0.42	0.13	0.48	0	2.5	0.11	0.26	0.73	0.52	0.23	0.34	0.82	0.01	0	0.07	0.1	0.31	0.07	0.41
FEX_0004018	 red	4.08	0.13	0.16	4.17	0.19	2.1	1.1	0.21	0.22	0.16	0.27	0.17	0.14	0.05	0.06	0.18	0.22	0.5	0.18	0.38
FEX_0004020	 red	0.08	0.2	0.09	18.18	0.36	2.17	1.2	0.41	0.14	0.14	0.14	0.16	0.06	0.11	0.03	0.05	0.02	0.21	0.27	0.13
FEX_0004021	 red	0	0	0.33	5	NA	1.57	0	0	0	0	0.32	0	0	0	NA	0	0	0.29	NA	0.13
FEX_0004022	 blue	0.06	0.47	0.2	1.43	0.39	2.39	0.12	1.16	0.33	0.34	0.29	0.46	0.27	2.63	0.04	0.02	0.02	0.3	0.14	0.5
FEX_0004023	 darkgrey	NA	NA	NA	NA	NA	1.82	25	16.22	0.22	NA	0	0	12.6	0	NA	0	33.33	0	NA	0.12
FEX_0004024	 green	0.14	0.14	0.36	0	0.16	2.21	14.29	0.54	0.29	0.09	0.27	0.1	NA	0	NA	0.24	0	3.54	14.36	0.81
FEX_0004025	 darkolivegreen	1.43	0	0	NA	0.58	60.61	20.19	0	0	0.77	0.3	0	0.1	0	0	0	0	21.42	NA	27.27
FEX_0004026	 grey	0	NA	0	0.3	0.58	43.59	10.09	59.05	16.75	0.18	NA	0.42	24.95	44.61	40	49.88	0	46.14	NA	20
FEX_0004027	 grey	0.16	0.06	0.16	0.23	0.17	1.97	0.23	4.86	2.22	0.35	0.29	0.14	2.6	1.72	0.12	2.87	3.57	1.65	0.19	3.59
FEX_0004028	 grey	0.86	0	0.07	0.2	0.12	0	0.29	0.07	0.29	0.04	0.3	0	0.1	0	0	0.08	0.13	0.44	0.83	0.56
FEX_0004029	 darkolivegreen	0.1	0.12	0.1	0.26	NA	20.13	0.78	0.37	0	0.42	0.28	0.29	0.44	0	NA	0	0.2	0	0	0
FEX_0004031	 magenta	0	0.93	0	0	NA	NA	0	0.46	0.22	0	1	0	0.06	0.03	NA	0.14	NA	0	0.34	0.19
FEX_0004032	 magenta	0	0.93	0	0	NA	NA	0	0.68	0.22	0	1.86	0	0.06	0.04	NA	0.14	NA	0	0.34	0.31
FEX_0004033	 darkolivegreen	0.14	0	0.84	NA	NA	2.35	0	0.21	0.46	NA	0.56	0	0.09	0	NA	0	0.04	0	0.31	0.26
FEX_0004034	 skyblue	0.09	0	0	NA	NA	1.87	0	0.14	2.78	0	NA	0	0	0	NA	0.21	7.07	0.12	0	0.17
FEX_0004035	 greenyellow	0.25	2.7	0.09	0.63	0.22	2.48	2.95	0.31	0.26	0.48	0.6	0.24	0.09	0.04	0.07	0.13	0.16	0.14	0.19	0.15
FEX_0004036	 grey	96.58	74.93	74.35	88.52	66.5	NA	13.02	25.88	100	97.06	78.15	2.67	81.92	0	NA	NA	61.58	50	NA	60.62
FEX_0004037	 salmon	66.44	0	97.67	48.81	NA	NA	0	18.56	100	97.06	24.78	2.67	0	0.02	NA	NA	0.17	10.19	0	7.97
FEX_0004038	 salmon	1.01	0	0	1.35	0.21	2.02	0	0	0.16	0.18	NA	0	NA	0	NA	NA	NA	NA	0.32	0.05
FEX_0004039	 red	0	0	0	4.54	0.13	NA	0	0.41	0.42	0	0.85	0	0.2	0.01	NA	0	0.32	1.07	0.18	0.3
FEX_0004040	 green	0	NA	NA	0.1	0.18	NA	66.67	0.18	0.06	0	1.31	0.32	NA	0.02	NA	NA	0.14	0	NA	0.14
FEX_0004043	 darkolivegreen	0.14	0.21	0.21	0.08	0.13	1.06	0.2	0.38	0.47	0.65	0.26	0.18	0.22	0.06	0.01	0.24	0.17	0.23	0.55	0.36
FEX_0004044	 purple	11.18	0.03	0.56	0	NA	4.46	20.19	0.36	NA	0	0	0.14	0.61	0	0	0.03	0	44.89	0.4	15.01
FEX_0004045	 purple	11.18	0.03	0.56	0	NA	4.46	20.19	0.36	0.28	0	0.04	0.14	0.92	0	0	0.03	0	44.89	0.13	11.67
FEX_0004047	 darkolivegreen	0.45	0.15	0.05	0.21	0	1.66	0.22	0.45	0.31	0.03	0	0.22	0.16	0.03	0	0.08	0.07	0	0.08	0
FEX_0004053	 darkolivegreen	0.11	0.24	0.22	0.51	0.24	1.4	0.21	0.33	0.51	0.24	0.44	0.27	0.36	0.58	0.08	0.09	0.13	0.25	0.33	0.29
FEX_0004054	 blue	0.39	0.44	0.11	0	0.03	1.16	0.32	0.21	0.17	1.18	0.64	0.15	0.05	1.33	0	0.15	0.12	0.14	0.12	0.12
FEX_0004055	 tan	0.62	NA	0	0	0.06	0.55	0	0.51	0.92	0.78	0	NA	NA	0	NA	NA	NA	0.02	0.12	0.26
FEX_0004056	 blue	0.15	0.18	0.04	0	0.02	0.54	0.25	0.17	0.56	0.36	0	0.77	0	4.6	0	0.13	0.02	0.42	0.08	0.34
FEX_0004057	 red	NA	0	0	6.36	0	1.67	0.35	0.7	0	0	0	0.3	0.02	0	NA	0	0.08	0	0.06	0.18
FEX_0004058	 mediumpurple3	0.52	0	0.85	4.66	0.09	1.15	0.15	0.34	0	0.49	0	0	0.19	0	0.08	0	0	0.41	0.67	7.14
FEX_0004059	 darkolivegreen	0	0	0	0	0.71	1.99	0	0	0.1	0.17	0.58	0.62	0	0	NA	0.98	NA	0	0	0
FEX_0004060	 darkred	0.09	0.83	0.04	0.18	0.08	1.82	0.12	0.3	0.08	0.34	0.3	0.29	0	0	0.18	0	0.04	0.05	7.55	0.3
FEX_0004061	 darkred	0	0	NA	NA	NA	3.03	0	0.09	0.41	0.52	0	NA	0	0	NA	NA	0	0	50.43	0
FEX_0004063	 darkolivegreen	0.34	0.31	0.06	0.92	NA	1.98	0.3	0.17	0.3	0	0.46	0.24	0.12	0	0.09	0	0.02	0.24	0.18	0.21
FEX_0004064	 darkolivegreen	0.22	0.07	0	0.31	NA	2.26	0.29	0.24	0.2	0	0.28	0	0.62	0	0	0	NA	0	1.22	0
FEX_0004067	 darkolivegreen	0.13	0.41	0.18	0.68	0.05	1.84	0.22	0.22	0.14	0.07	0.17	0.12	0.07	0.02	0.09	0.05	0.07	0.17	0.06	0.36
FEX_0004068	 darkolivegreen	0.12	0.24	0.35	0.41	0.12	1.47	0.31	0.42	0.12	0.12	0.25	0.52	0.12	0.05	0.12	0.1	0.28	0.13	0.17	0.51
FEX_0004069	 mediumpurple3	0	NA	0	2.63	0.1	NA	0	0.19	NA	NA	NA	0.73	0	0	NA	0.29	NA	0	0.18	3.1
FEX_0004070	 darkolivegreen	NA	0.37	0	0.07	0.31	5.25	0	0.15	0	0	0.79	1.23	0.05	0	0	0	0.1	0	0	0
FEX_0004072	 green	0.08	0	0	NA	NA	1.77	0.91	0.15	0.38	NA	0	0	0	0	NA	NA	NA	0	0	0
FEX_0004073	 darkolivegreen	0.11	0.22	0.62	0.26	0.16	1.43	0.35	0.08	0.25	0	0.27	0.12	0.14	0.04	0.09	0.16	0.11	0.3	0.09	0.08
FEX_0004074	 blue	0.15	0.39	0.1	0.82	0.16	0.99	0.4	0.2	0.34	0.26	0.16	0.25	0.49	1.29	0.02	0.08	0.09	0.17	0.05	0.17
